,rerun,group_dim,bootstrap,group_label_acc,gsm_repref_corr,mean_rep_ism_gsm_corr,mean_ref_ism_gsm_corr,stdev_rep_ism_gsm_corr,stdev_ref_ism_gsm_corr
0,1.0,100,200,0.6563408354623201,0.6019462799168595,0.6046443675582222,0.574087878481075,0.0846197045529355,0.0920824746565091
0,2.0,100,200,0.6563408354623201,0.605558294293819,0.6362117059671412,0.574087878481075,0.08534203609166599,0.0920824746565091
0,3.0,100,200,0.6470606648621997,0.5972222112805483,0.6050614902336862,0.574087878481075,0.08687608615334728,0.0920824746565091
0,4.0,100,200,0.6521997125100777,0.631968562227961,0.6127457641529729,0.574087878481075,0.08933257244679521,0.0920824746565091
0,5.0,100,200,0.6470606648621997,0.5779371248272259,0.6332218407789253,0.574087878481075,0.08103371818858339,0.0920824746565091
0,6.0,100,200,0.6470606648621997,0.628645291253965,0.62296995330146,0.574087878481075,0.08349247182833508,0.0920824746565091
0,7.0,100,200,0.664701466086127,0.6284269759227805,0.5889028571177329,0.574087878481075,0.09269817103140561,0.0920824746565091
0,8.0,100,200,0.6470606648621997,0.5622199803964024,0.6258601112953569,0.574087878481075,0.08247429643323648,0.0920824746565091
0,9.0,100,200,0.6789295190679862,0.6184400930636575,0.5783098830850589,0.574087878481075,0.09213718654205048,0.0920824746565091
0,10.0,100,200,0.6470606648621997,0.5871675680902555,0.6252338364531287,0.574087878481075,0.08528534762272005,0.0920824746565091
0,11.0,100,200,0.6470606648621997,0.5355015965753575,0.6238029590582438,0.574087878481075,0.09813336670627161,0.0920824746565091
0,12.0,100,200,0.6528747894206586,0.5968092975438145,0.6200419765664572,0.574087878481075,0.08180371069525566,0.0920824746565091
0,13.0,100,200,0.6616285776491234,0.6298338138988159,0.6153550579536682,0.574087878481075,0.085849062424117,0.0920824746565091
0,14.0,100,200,0.6470606648621997,0.5567968942640105,0.6255475737981963,0.574087878481075,0.08016269051515308,0.0920824746565091
0,15.0,100,200,0.6563408354623201,0.6307962852702665,0.6236294277589599,0.574087878481075,0.08714085029607861,0.0920824746565091
0,16.0,100,200,0.6546949064076332,0.5600688977222417,0.6343106182113638,0.574087878481075,0.08462589205903989,0.0920824746565091
0,17.0,100,200,0.6616285776491234,0.632081903732128,0.6125648178042128,0.574087878481075,0.08818578039497335,0.0920824746565091
0,18.0,100,200,0.6470606648621997,0.6033879659941146,0.6260693505940255,0.574087878481075,0.08800500114564322,0.0920824746565091
0,19.0,100,200,0.6470606648621997,0.5899189150311575,0.6372937173292841,0.574087878481075,0.08289727970405592,0.0920824746565091
0,20.0,100,200,0.6470606648621997,0.5580915089777987,0.629611304271743,0.574087878481075,0.08677252783690396,0.0920824746565091
0,21.0,100,200,0.6470606648621997,0.5959553197358011,0.6045885803370811,0.574087878481075,0.08755634966755454,0.0920824746565091
0,22.0,100,200,0.6411327902176925,0.614503952098644,0.6118687066403851,0.574087878481075,0.08123327771406008,0.0920824746565091
0,23.0,100,200,0.6563408354623201,0.5997894132758194,0.6159128487698186,0.574087878481075,0.08862242892012305,0.0920824746565091
0,24.0,100,200,0.6470606648621997,0.6382008352610852,0.6198280157365282,0.574087878481075,0.09423809719037443,0.0920824746565091
0,25.0,100,200,0.6443484241949218,0.5742402099693371,0.6048922264964381,0.574087878481075,0.09680323355900376,0.0920824746565091
0,26.0,100,200,0.6521997125100777,0.6156788370577286,0.6107745684955633,0.574087878481075,0.09186448097000384,0.0920824746565091
0,27.0,100,200,0.6521997125100777,0.6111851659779861,0.6197391234356043,0.574087878481075,0.08818707131519794,0.0920824746565091
0,28.0,100,200,0.6521997125100777,0.5882306820016578,0.6232434761981551,0.574087878481075,0.08850168316852332,0.0920824746565091
0,29.0,100,200,0.6470606648621997,0.5982435708772047,0.6133796058883789,0.574087878481075,0.0870271940116744,0.0920824746565091
0,30.0,100,200,0.6521997125100777,0.639570110366848,0.6089994303425529,0.574087878481075,0.08852337875514003,0.0920824746565091
0,1.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,2.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,3.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,4.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,5.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,6.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,7.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,8.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,9.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,10.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,11.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,12.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,13.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,14.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,15.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,16.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,17.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,18.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,19.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,20.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,21.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,22.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,23.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,24.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,25.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,26.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,27.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,28.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,29.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,30.0,100,1,0.39175852781014187,0.3755699083743173,0.45722583909810305,0.3842351566561804,0.09696801976127677,0.12273503625094989
0,1.0,200,200,0.606310373739177,0.6846133358149565,0.5529857998089135,0.5494354274132597,0.08820358828570897,0.07546018440925581
0,2.0,200,200,0.5537950516641436,0.7069633156006158,0.578201406349555,0.5494354274132597,0.09448198794269341,0.07546018440925581
0,3.0,200,200,0.43354964395163254,0.6598983515935584,0.5679298038665516,0.5494354274132597,0.09434361712648688,0.07546018440925581
0,4.0,200,200,0.5443519444546249,0.669742310102184,0.5708979383246109,0.5494354274132597,0.09419267080441794,0.07546018440925581
0,5.0,200,200,0.5575841886317882,0.6705561981146988,0.5857436001856401,0.5494354274132597,0.09199919384429098,0.07546018440925581
0,6.0,200,200,0.49616380134223875,0.7007085429105314,0.5686705752878164,0.5494354274132597,0.09643143038198698,0.07546018440925581
0,7.0,200,200,0.5792440637001142,0.6989628873122904,0.5664291949664891,0.5494354274132597,0.09085011694724895,0.07546018440925581
0,8.0,200,200,0.26803053211620853,0.6697318629079867,0.5817002541876791,0.5494354274132597,0.09543178639413372,0.07546018440925581
0,9.0,200,200,0.5337755411130063,0.6957271499115835,0.5686095481959708,0.5494354274132597,0.09859798120368678,0.07546018440925581
0,10.0,200,200,0.5633761096458433,0.6932527286277133,0.5608527170276351,0.5494354274132597,0.0943130088595853,0.07546018440925581
0,11.0,200,200,0.4779643640282671,0.696003698326172,0.54564406177232,0.5494354274132597,0.10790651842040794,0.07546018440925581
0,12.0,200,200,0.3124595422408031,0.7027874428857549,0.5829583648777613,0.5494354274132597,0.0951465193616509,0.07546018440925581
0,13.0,200,200,0.5480133384588229,0.7003514485315535,0.5828907068823012,0.5494354274132597,0.09445118658230345,0.07546018440925581
0,14.0,200,200,0.5382521060981597,0.6523347655763946,0.573738945078805,0.5494354274132597,0.09637872256251759,0.07546018440925581
0,15.0,200,200,0.5296986351015841,0.6756954620219348,0.5628079377821008,0.5494354274132597,0.09464108597130239,0.07546018440925581
0,16.0,200,200,0.5416891518171576,0.6951987935525954,0.5766759248835981,0.5494354274132597,0.09682468418979695,0.07546018440925581
0,17.0,200,200,0.3665348459352764,0.6925460147321862,0.5507219811548526,0.5494354274132597,0.0902596221471669,0.07546018440925581
0,18.0,200,200,0.5620726853795546,0.6531691913075682,0.5851835028942999,0.5494354274132597,0.09692819763198622,0.07546018440925581
0,19.0,200,200,0.46679238388508454,0.6960492823804045,0.5869176550970717,0.5494354274132597,0.09755036624089596,0.07546018440925581
0,20.0,200,200,0.3077406076720962,0.665289515302198,0.5683561281883651,0.5494354274132597,0.09877923081859767,0.07546018440925581
0,21.0,200,200,0.5302611819884309,0.6785129185789704,0.5896212931122047,0.5494354274132597,0.0966974729330599,0.07546018440925581
0,22.0,200,200,0.5560403868991458,0.6865750825779944,0.5496652944657344,0.5494354274132597,0.09947813790715124,0.07546018440925581
