,rerun,bootstrap,subject,ism_repref_corr,sub_rep_ism_gsm_corr,sub_ref_ism_gsm_corr
0,26,100,10,0.550717403,0.006099501,0.007013554
0,26,100,16,0.633018422,0.008066475,0.006149315
0,26,100,12,0.581516641,0.006149262,0.008089841
0,26,100,2,0.420260618,0.005941669,0.002371344
0,26,100,13,0.465229473,0.007973625,0.004404586
0,26,100,5,0.679001232,0.011787943,0.018681371
0,26,100,1,0.676803343,0.006053141,0.007538121
0,26,100,22,0.592465998,0.005528965,0.00549629
0,26,100,15,0.474430077,0.004885474,0.007607279
0,26,100,18,0.582257657,0.004893591,0.006002399
0,26,100,17,0.400102399,0.006211442,0.004346134
0,26,100,3,0.498497412,0.008942809,0.008231538
0,27,100,20,0.725490775,0.013637308,0.004387524
0,27,100,19,0.711857314,0.005074174,0.010046564
0,27,100,9,0.440093467,0.007744301,0.006421865
0,27,100,14,0.737172296,0.003236547,0.00484796
0,27,100,21,0.574752225,0.007005591,0.009353161
0,27,100,8,0.691925977,0.009247689,0.005125793
0,27,100,4,0.736552061,0.010382643,0.007122687
0,27,100,11,0.623284917,0.011693507,0.003238575
0,27,100,6,0.619531742,0.007965172,0.006364742
0,27,100,7,0.697846871,0.010774625,0.005025517
0,27,100,23,0.65130027,0.013776417,0.009830286
0,27,100,0,0.698413735,0.005061507,0.00490028
0,27,100,10,0.575510525,0.007014391,0.007013554
0,27,100,16,0.653673019,0.007645981,0.006149315
0,27,100,12,0.574176769,0.00587305,0.008089841
0,27,100,2,0.454849195,0.005916055,0.002371344
0,27,100,13,0.407737663,0.007234359,0.004404586
0,27,100,5,0.707546,0.01096713,0.018681371
0,27,100,1,0.694684268,0.006436852,0.007538121
0,27,100,22,0.580014679,0.005824942,0.00549629
0,27,100,15,0.46891191,0.008657016,0.007607279
0,27,100,18,0.588894167,0.00473872,0.006002399
0,27,100,17,0.37088007,0.006396591,0.004346134
0,27,100,3,0.512822911,0.007623652,0.008231538
0,28,100,20,0.730485299,0.015802178,0.004387524
0,28,100,19,0.716921705,0.00526597,0.010046564
0,28,100,9,0.531330806,0.012651547,0.006421865
0,28,100,14,0.737371489,0.003568772,0.00484796
0,28,100,21,0.581133658,0.004023538,0.009353161
0,28,100,8,0.692083514,0.009260296,0.005125793
0,28,100,4,0.737489199,0.009979351,0.007122687
0,28,100,11,0.620755899,0.012726431,0.003238575
0,28,100,6,0.623767709,0.012103681,0.006364742
0,28,100,7,0.707328236,0.00870052,0.005025517
0,28,100,23,0.653627928,0.013560627,0.009830286
0,28,100,0,0.697546168,0.00502308,0.00490028
0,28,100,10,0.566041383,0.007222404,0.007013554
0,28,100,16,0.655682149,0.010433427,0.006149315
0,28,100,12,0.582042704,0.006937901,0.008089841
0,28,100,2,0.43833785,0.00536314,0.002371344
0,28,100,13,0.448527145,0.008351123,0.004404586
0,28,100,5,0.680559533,0.008297772,0.018681371
0,28,100,1,0.690373188,0.00543288,0.007538121
0,28,100,22,0.564240207,0.005002495,0.00549629
0,28,100,15,0.45972493,0.008369462,0.007607279
0,28,100,18,0.598558449,0.003138187,0.006002399
0,28,100,17,0.38177141,0.004070125,0.004346134
0,28,100,3,0.516516447,0.00663873,0.008231538
0,29,100,20,0.733990688,0.016033054,0.004387524
0,29,100,19,0.726887345,0.004500289,0.010046564
0,29,100,9,0.536903173,0.012694719,0.006421865
0,29,100,14,0.733883168,0.002818479,0.00484796
0,29,100,21,0.576512753,0.004928336,0.009353161
0,29,100,8,0.677097947,0.008871051,0.005125793
0,29,100,4,0.728413709,0.009751855,0.007122687
0,29,100,11,0.618217795,0.010443974,0.003238575
0,29,100,6,0.617344614,0.008203997,0.006364742
0,29,100,7,0.693690995,0.008283508,0.005025517
0,29,100,23,0.642869292,0.013403773,0.009830286
0,29,100,0,0.696502653,0.004292254,0.00490028
0,29,100,10,0.576353825,0.007184139,0.007013554
0,29,100,16,0.654799386,0.007650317,0.006149315
0,29,100,12,0.579852904,0.00613658,0.008089841
0,29,100,2,0.434901039,0.005472439,0.002371344
0,29,100,13,0.461131376,0.00804887,0.004404586
0,29,100,5,0.703108957,0.008529021,0.018681371
0,29,100,1,0.670998612,0.005367043,0.007538121
0,29,100,22,0.581277104,0.00507811,0.00549629
0,29,100,15,0.462009695,0.005497697,0.007607279
0,29,100,18,0.587734016,0.003892017,0.006002399
0,29,100,17,0.396850268,0.005575214,0.004346134
0,29,100,3,0.508660373,0.007807967,0.008231538
0,30,100,20,0.732917996,0.01556733,0.004387524
0,30,100,19,0.725404889,0.005831939,0.010046564
0,30,100,9,0.528721579,0.012887758,0.006421865
0,30,100,14,0.732017741,0.003236725,0.00484796
0,30,100,21,0.578294922,0.005491452,0.009353161
0,30,100,8,0.677106561,0.009460445,0.005125793
0,30,100,4,0.72722234,0.010811152,0.007122687
0,30,100,11,0.616192436,0.011499822,0.003238575
0,30,100,6,0.616624822,0.009516091,0.006364742
0,30,100,7,0.691169519,0.009580316,0.005025517
0,30,100,23,0.642248705,0.014218188,0.009830286
0,30,100,0,0.694681366,0.004420231,0.00490028
0,30,100,10,0.5782351,0.007103159,0.007013554
0,30,100,16,0.649916191,0.008829142,0.006149315
0,30,100,12,0.578254523,0.006484732,0.008089841
0,30,100,2,0.43484185,0.004748906,0.002371344
0,30,100,13,0.459762946,0.008012134,0.004404586
0,30,100,5,0.700175768,0.010353392,0.018681371
0,30,100,1,0.675123818,0.005614373,0.007538121
0,30,100,22,0.57043032,0.006369879,0.00549629
0,30,100,15,0.459607619,0.007362167,0.007607279
0,30,100,18,0.587686005,0.004461937,0.006002399
0,30,100,17,0.390781464,0.005915129,0.004346134
0,30,100,3,0.506785078,0.008693689,0.008231538
0,1,200,20,0.710696848,0.013868092,0.003807658
0,1,200,19,0.708605348,0.007320775,0.008660022
0,1,200,9,0.52861288,0.012579698,0.00397671
0,1,200,14,0.721675974,0.00277967,0.006144106
0,1,200,21,0.547641729,0.005528665,0.006954028
0,1,200,8,0.656241217,0.009273027,0.004463153
0,1,200,4,0.704444355,0.012031857,0.006616286
0,1,200,11,0.596119026,0.015126644,0.003365327
0,1,200,6,0.612400996,0.010492516,0.004936901
0,1,200,7,0.683606952,0.008024789,0.006071998
0,1,200,23,0.637436976,0.013748631,0.007355015
0,1,200,0,0.676035321,0.005610589,0.005875967
0,1,200,10,0.537593902,0.006129737,0.007001293
0,1,200,16,0.634692646,0.009696745,0.004035697
0,1,200,12,0.540029091,0.004062269,0.007550536
0,1,200,2,0.431947533,0.005880388,0.002730747
0,1,200,13,0.456872499,0.008547268,0.006074388
0,1,200,5,0.677419605,0.006842834,0.01922412
0,1,200,1,0.671275737,0.00608754,0.0087544
0,1,200,22,0.547831559,0.004358249,0.007022279
0,1,200,15,0.422079591,0.008494039,0.007332507
0,1,200,18,0.585868539,0.002715872,0.005108711
0,1,200,17,0.386250772,0.005599004,0.004184666
0,1,200,3,0.506299586,0.008288998,0.010486971
0,2,200,20,0.731483295,0.01602292,0.003807658
0,2,200,19,0.721777648,0.005605075,0.008660022
0,2,200,9,0.530041505,0.012417831,0.00397671
0,2,200,14,0.733363004,0.003239002,0.006144106
0,2,200,21,0.561079219,0.005759308,0.006954028
0,2,200,8,0.669681046,0.008922967,0.004463153
0,2,200,4,0.724265885,0.011011749,0.006616286
0,2,200,11,0.611208475,0.012109746,0.003365327
0,2,200,6,0.616262966,0.009668166,0.004936901
0,2,200,7,0.684969961,0.010049171,0.006071998
0,2,200,23,0.631480557,0.012593899,0.007355015
0,2,200,0,0.685173815,0.004109406,0.005875967
0,2,200,10,0.566039485,0.006445801,0.007001293
0,2,200,16,0.641071069,0.009512999,0.004035697
0,2,200,12,0.580999818,0.006168884,0.007550536
0,2,200,2,0.436278984,0.005646671,0.002730747
0,2,200,13,0.454038922,0.00839661,0.006074388
0,2,200,5,0.695121389,0.010341281,0.01922412
0,2,200,1,0.669367493,0.00663063,0.0087544
0,2,200,22,0.575220473,0.005590706,0.007022279
0,2,200,15,0.44878448,0.007668147,0.007332507
0,2,200,18,0.577803599,0.003710874,0.005108711
0,2,200,17,0.385720903,0.006619712,0.004184666
0,2,200,3,0.494099092,0.007783222,0.010486971
0,3,200,20,0.727605187,0.015824037,0.003807658
0,3,200,19,0.720838673,0.005098539,0.008660022
0,3,200,9,0.363234083,0.007993656,0.00397671
0,3,200,14,0.731733501,0.003124748,0.006144106
0,3,200,21,0.56473666,0.005692172,0.006954028
0,3,200,8,0.6716361,0.009258101,0.004463153
0,3,200,4,0.725174268,0.011036269,0.006616286
0,3,200,11,0.609816516,0.01184196,0.003365327
0,3,200,6,0.61305878,0.009269371,0.004936901
0,3,200,7,0.681789126,0.009117244,0.006071998
0,3,200,23,0.630353904,0.015067304,0.007355015
0,3,200,0,0.683405311,0.004649694,0.005875967
0,3,200,10,0.571074382,0.007094122,0.007001293
0,3,200,16,0.641903585,0.00828203,0.004035697
0,3,200,12,0.577574595,0.005871076,0.007550536
0,3,200,2,0.436156625,0.005794037,0.002730747
0,3,200,13,0.317024662,0.004445619,0.006074388
0,3,200,5,0.697343264,0.010332054,0.01922412
0,3,200,1,0.665445624,0.005783061,0.0087544
0,3,200,22,0.573121228,0.005619306,0.007022279
0,3,200,15,0.450230689,0.007211061,0.007332507
0,3,200,18,0.577866545,0.004207904,0.005108711
0,3,200,17,0.389039568,0.006607485,0.004184666
0,3,200,3,0.499515411,0.007756725,0.010486971
0,4,200,20,0.722670141,0.014749769,0.003807658
0,4,200,19,0.7090492,0.005377214,0.008660022
0,4,200,9,0.529690936,0.013267501,0.00397671
0,4,200,14,0.734843137,0.003596182,0.006144106
0,4,200,21,0.567501955,0.004656683,0.006954028
0,4,200,8,0.682205565,0.008596978,0.004463153
0,4,200,4,0.728767898,0.011390097,0.006616286
0,4,200,11,0.617581628,0.010546259,0.003365327
0,4,200,6,0.621027191,0.008859661,0.004936901
0,4,200,7,0.692328207,0.009665976,0.006071998
0,4,200,23,0.636415325,0.015056215,0.007355015
0,4,200,0,0.682044534,0.005019237,0.005875967
0,4,200,10,0.555377068,0.006326766,0.007001293
0,4,200,16,0.636442048,0.008964785,0.004035697
0,4,200,12,0.569452568,0.005890941,0.007550536
0,4,200,2,0.447490044,0.006328233,0.002730747
0,4,200,13,0.453340719,0.007628017,0.006074388
0,4,200,5,0.695129359,0.00927521,0.01922412
0,4,200,1,0.687145806,0.006176372,0.0087544
0,4,200,22,0.573197691,0.005733995,0.007022279
0,4,200,15,0.45340614,0.008251527,0.007332507
0,4,200,18,0.586204008,0.003967865,0.005108711
0,4,200,17,0.389441535,0.005492997,0.004184666
0,4,200,3,0.495893943,0.009144174,0.010486971
0,5,200,20,0.730267674,0.014794782,0.003807658
0,5,200,19,0.721318367,0.006148062,0.008660022
0,5,200,9,0.530038562,0.010943082,0.00397671
0,5,200,14,0.732449084,0.003292208,0.006144106
0,5,200,21,0.568407038,0.006539952,0.006954028
0,5,200,8,0.672218551,0.009794738,0.004463153
0,5,200,4,0.723110477,0.011274863,0.006616286
0,5,200,11,0.610150842,0.011035386,0.003365327
0,5,200,6,0.614461853,0.009366761,0.004936901
0,5,200,7,0.682705357,0.009722854,0.006071998
0,5,200,23,0.631070306,0.013812831,0.007355015
0,5,200,0,0.68335111,0.004176445,0.005875967
0,5,200,10,0.569670539,0.006331945,0.007001293
0,5,200,16,0.640897352,0.010217681,0.004035697
0,5,200,12,0.578766781,0.005775426,0.007550536
0,5,200,2,0.438388105,0.006036152,0.002730747
0,5,200,13,0.447462894,0.008873702,0.006074388
0,5,200,5,0.696506525,0.010540175,0.01922412
0,5,200,1,0.667408675,0.006080942,0.0087544
0,5,200,22,0.566018264,0.005763795,0.007022279
0,5,200,15,0.449730858,0.008096959,0.007332507
0,5,200,18,0.578718803,0.004468741,0.005108711
0,5,200,17,0.387232406,0.006335766,0.004184666
0,5,200,3,0.493629091,0.008437942,0.010486971
0,6,200,20,0.722662164,0.016643684,0.003807658
0,6,200,19,0.70355596,0.004741207,0.008660022
0,6,200,9,0.529751929,0.013326773,0.00397671
0,6,200,14,0.731714704,0.003653668,0.006144106
0,6,200,21,0.564540293,0.004420726,0.006954028
0,6,200,8,0.67898909,0.008316949,0.004463153
0,6,200,4,0.727591074,0.011351335,0.006616286
0,6,200,11,0.618634175,0.008038848,0.003365327
0,6,200,6,0.617943035,0.009186015,0.004936901
0,6,200,7,0.690690118,0.009682711,0.006071998
0,6,200,23,0.630853877,0.013016904,0.007355015
0,6,200,0,0.681010663,0.004830926,0.005875967
0,6,200,10,0.553437453,0.006804095,0.007001293
0,6,200,16,0.63099081,0.008595211,0.004035697
0,6,200,12,0.564739709,0.006594866,0.007550536
0,6,200,2,0.442254492,0.006242773,0.002730747
0,6,200,13,0.454053387,0.008629414,0.006074388
0,6,200,5,0.695012062,0.007770311,0.01922412
0,6,200,1,0.688229762,0.005967049,0.0087544
0,6,200,22,0.569214175,0.005548583,0.007022279
0,6,200,15,0.454468192,0.007919395,0.007332507
0,6,200,18,0.584110565,0.004543556,0.005108711
0,6,200,17,0.392732506,0.005922685,0.004184666
0,6,200,3,0.490834513,0.007327108,0.010486971
0,7,200,20,0.718625441,0.015684019,0.003807658
0,7,200,19,0.705318411,0.003696058,0.008660022
0,7,200,9,0.529914038,0.012560697,0.00397671
0,7,200,14,0.732561469,0.002681999,0.006144106
0,7,200,21,0.569088873,0.003852238,0.006954028
0,7,200,8,0.674333696,0.008481988,0.004463153
0,7,200,4,0.724763265,0.010670851,0.006616286
0,7,200,11,0.616382621,0.008508,0.003365327
0,7,200,6,0.618815655,0.008690334,0.004936901
0,7,200,7,0.691044335,0.009678857,0.006071998
0,7,200,23,0.63012043,0.012080476,0.007355015
0,7,200,0,0.67577603,0.004465268,0.005875967
0,7,200,10,0.554572727,0.006880932,0.007001293
0,7,200,16,0.631319066,0.007693974,0.004035697
0,7,200,12,0.560759813,0.006189244,0.007550536
0,7,200,2,0.440086042,0.005920284,0.002730747
0,7,200,13,0.456080965,0.008998679,0.006074388
0,7,200,5,0.697462392,0.00945603,0.01922412
0,7,200,1,0.681295854,0.005788726,0.0087544
0,7,200,22,0.574934755,0.004971629,0.007022279
0,7,200,15,0.452213364,0.008900291,0.007332507
0,7,200,18,0.583998791,0.003268726,0.005108711
0,7,200,17,0.392613256,0.005935014,0.004184666
0,7,200,3,0.491520524,0.008574095,0.010486971
0,8,200,20,0.719495711,0.014614511,0.003807658
0,8,200,19,0.705349366,0.004725267,0.008660022
0,8,200,9,0.531368609,0.011631716,0.00397671
0,8,200,14,0.719099185,0.002991008,0.006144106
0,8,200,21,0.546555729,0.005545447,0.006954028
0,8,200,8,0.657873366,0.007939588,0.004463153
0,8,200,4,0.711542588,0.011148184,0.006616286
0,8,200,11,0.587019978,0.010490933,0.003365327
0,8,200,6,0.605114923,0.008671761,0.004936901
0,8,200,7,0.671498,0.008110036,0.006071998
0,8,200,23,0.649635465,0.013325548,0.007355015
0,8,200,0,0.674670235,0.005406161,0.005875967
0,8,200,10,0.539720657,0.00700467,0.007001293
0,8,200,16,0.622637332,0.00764326,0.004035697
0,8,200,12,0.581900297,0.005790508,0.007550536
0,8,200,2,0.419347223,0.005683022,0.002730747
0,8,200,13,0.453717166,0.00863671,0.006074388
0,8,200,5,0.677338385,0.010982549,0.01922412
0,8,200,1,0.669478213,0.005305573,0.0087544
0,8,200,22,0.580941508,0.005406646,0.007022279
0,8,200,15,0.453513945,0.006366786,0.007332507
0,8,200,18,0.56850383,0.003055987,0.005108711
0,8,200,17,0.398981646,0.005919645,0.004184666
0,8,200,3,0.486630967,0.008507635,0.010486971
0,9,200,20,0.719236287,0.014985691,0.003807658
0,9,200,19,0.70539499,0.005680823,0.008660022
0,9,200,9,0.528849513,0.011990245,0.00397671
0,9,200,14,0.718718801,0.003756319,0.006144106
0,9,200,21,0.544372044,0.005364462,0.006954028
0,9,200,8,0.655241276,0.008321669,0.004463153
0,9,200,4,0.710791938,0.011804736,0.006616286
0,9,200,11,0.587452735,0.011732524,0.003365327
0,9,200,6,0.604591684,0.009788434,0.004936901
0,9,200,7,0.672736545,0.008632588,0.006071998
0,9,200,23,0.649832994,0.013783141,0.007355015
0,9,200,0,0.673864564,0.004721692,0.005875967
0,9,200,10,0.537813588,0.006528015,0.007001293
0,9,200,16,0.623633086,0.008407414,0.004035697
0,9,200,12,0.580955303,0.005671553,0.007550536
0,9,200,2,0.420964939,0.005919437,0.002730747
0,9,200,13,0.45202154,0.007522465,0.006074388
0,9,200,5,0.677230289,0.01197413,0.01922412
0,9,200,1,0.667991878,0.005466162,0.0087544
0,9,200,22,0.581684473,0.006244689,0.007022279
0,9,200,15,0.456945253,0.006623038,0.007332507
0,9,200,18,0.570581525,0.003583773,0.005108711
0,9,200,17,0.398931991,0.005394213,0.004184666
0,9,200,3,0.484756297,0.009047425,0.010486971
0,10,200,20,0.701086497,0.013875128,0.003807658
0,10,200,19,0.691867338,0.006194795,0.008660022
0,10,200,9,0.52983955,0.011836305,0.00397671
0,10,200,14,0.730487645,0.003003941,0.006144106
0,10,200,21,0.543450744,0.005038775,0.006954028
0,10,200,8,0.663319612,0.008970935,0.004463153
0,10,200,4,0.708277904,0.00884676,0.006616286
0,10,200,11,0.593102296,0.010498622,0.003365327
0,10,200,6,0.626718146,0.010770684,0.004936901
0,10,200,7,0.665617656,0.009872335,0.006071998
0,10,200,23,0.599927176,0.01134671,0.007355015
0,10,200,0,0.678073814,0.004901909,0.005875967
0,10,200,10,0.509038833,0.008053713,0.007001293
0,10,200,16,0.609500966,0.009355652,0.004035697
0,10,200,12,0.549436967,0.005152174,0.007550536
0,10,200,2,0.413480658,0.005152285,0.002730747
0,10,200,13,0.450522043,0.008433468,0.006074388
0,10,200,5,0.675342254,0.009801916,0.01922412
0,10,200,1,0.640909667,0.006603037,0.0087544
0,10,200,22,0.531246633,0.006781072,0.007022279
0,10,200,15,0.412757735,0.006241522,0.007332507
0,10,200,18,0.560802119,0.004241269,0.005108711
0,10,200,17,0.371974214,0.005529426,0.004184666
0,10,200,3,0.498903096,0.009352421,0.010486971
0,11,200,20,0.73560932,0.015638798,0.003807658
0,11,200,19,0.72025326,0.006082881,0.008660022
0,11,200,9,0.525813657,0.012840669,0.00397671
0,11,200,14,0.73140703,0.003308021,0.006144106
0,11,200,21,0.563010432,0.005840329,0.006954028
0,11,200,8,0.674094102,0.009751993,0.004463153
0,11,200,4,0.725870723,0.011626791,0.006616286
0,11,200,11,0.611451773,0.012353364,0.003365327
0,11,200,6,0.619484142,0.009151212,0.004936901
0,11,200,7,0.690727158,0.010533718,0.006071998
0,11,200,23,0.636201824,0.013352638,0.007355015
0,11,200,0,0.685598111,0.004232921,0.005875967
0,11,200,10,0.566575076,0.007493874,0.007001293
0,11,200,16,0.642525649,0.00955297,0.004035697
0,11,200,12,0.581398797,0.006477156,0.007550536
0,11,200,2,0.45283787,0.00635138,0.002730747
0,11,200,13,0.449341932,0.00852137,0.006074388
0,11,200,5,0.701094427,0.011732557,0.01922412
0,11,200,1,0.671618954,0.007210006,0.0087544
0,11,200,22,0.571215353,0.00544424,0.007022279
0,11,200,15,0.458844968,0.007692312,0.007332507
0,11,200,18,0.59105476,0.004807681,0.005108711
0,11,200,17,0.398435446,0.007037466,0.004184666
0,11,200,3,0.50214416,0.008785529,0.010486971
0,12,200,20,0.728997466,0.015485049,0.003807658
0,12,200,19,0.712947169,0.004518591,0.008660022
0,12,200,9,0.529440324,0.012832844,0.00397671
0,12,200,14,0.736056797,0.002838128,0.006144106
0,12,200,21,0.572410491,0.004209755,0.006954028
0,12,200,8,0.681835167,0.009057941,0.004463153
0,12,200,4,0.732354615,0.010305192,0.006616286
0,12,200,11,0.616156386,0.011620104,0.003365327
0,12,200,6,0.622787219,0.009212435,0.004936901
0,12,200,7,0.698029254,0.009599425,0.006071998
0,12,200,23,0.639647712,0.013649169,0.007355015
0,12,200,0,0.688045618,0.005164638,0.005875967
0,12,200,10,0.5593438,0.007275284,0.007001293
0,12,200,16,0.641724951,0.007723701,0.004035697
0,12,200,12,0.571499066,0.006420434,0.007550536
0,12,200,2,0.442780361,0.00563304,0.002730747
0,12,200,13,0.457101362,0.007527272,0.006074388
0,12,200,5,0.693539354,0.009647865,0.01922412
0,12,200,1,0.685905621,0.005791106,0.0087544
0,12,200,22,0.571274171,0.004666697,0.007022279
0,12,200,15,0.449196061,0.007245846,0.007332507
0,12,200,18,0.591341418,0.003553377,0.005108711
0,12,200,17,0.393436982,0.005823691,0.004184666
0,12,200,3,0.497758379,0.008718596,0.010486971
0,13,200,20,0.730339708,0.016060486,0.003807658
0,13,200,19,0.721152832,0.005580972,0.008660022
0,13,200,9,0.525156076,0.013894395,0.00397671
0,13,200,14,0.72989124,0.003024604,0.006144106
0,13,200,21,0.568300279,0.005080013,0.006954028
0,13,200,8,0.671434478,0.008472633,0.004463153
0,13,200,4,0.726122048,0.01102321,0.006616286
0,13,200,11,0.60513863,0.011672954,0.003365327
0,13,200,6,0.619137794,0.008588048,0.004936901
0,13,200,7,0.688227481,0.008936159,0.006071998
0,13,200,23,0.630388175,0.01251236,0.007355015
0,13,200,0,0.685129243,0.004779584,0.005875967
0,13,200,10,0.57144313,0.006418617,0.007001293
0,13,200,16,0.643610377,0.008056472,0.004035697
0,13,200,12,0.579196686,0.005836272,0.007550536
0,13,200,2,0.446075576,0.005251981,0.002730747
0,13,200,13,0.457452925,0.007706266,0.006074388
0,13,200,5,0.697570684,0.009471627,0.01922412
0,13,200,1,0.669561231,0.006023567,0.0087544
0,13,200,22,0.576787483,0.004485334,0.007022279
0,13,200,15,0.453659517,0.007236531,0.007332507
0,13,200,18,0.585600016,0.003468719,0.005108711
0,13,200,17,0.392440476,0.005888126,0.004184666
0,13,200,3,0.498305691,0.008066803,0.010486971
0,14,200,20,0.724351383,0.015037186,0.003807658
0,14,200,19,0.707579731,0.00479104,0.008660022
0,14,200,9,0.529987856,0.012731787,0.00397671
0,14,200,14,0.719968453,0.003952095,0.006144106
0,14,200,21,0.552516644,0.004982805,0.006954028
0,14,200,8,0.658698667,0.006947665,0.004463153
0,14,200,4,0.713254839,0.011241233,0.006616286
0,14,200,11,0.595089827,0.010677786,0.003365327
0,14,200,6,0.610763904,0.00973862,0.004936901
0,14,200,7,0.675826427,0.007892742,0.006071998
0,14,200,23,0.650618304,0.013772261,0.007355015
0,14,200,0,0.675503819,0.004901092,0.005875967
0,14,200,10,0.543385004,0.006884772,0.007001293
0,14,200,16,0.624742797,0.007872713,0.004035697
0,14,200,12,0.583518204,0.0053977,0.007550536
0,14,200,2,0.424702105,0.00512979,0.002730747
0,14,200,13,0.454541547,0.0082999,0.006074388
0,14,200,5,0.682326296,0.010432353,0.01922412
0,14,200,1,0.670619182,0.005860523,0.0087544
0,14,200,22,0.585148714,0.004712281,0.007022279
0,14,200,15,0.457692075,0.008082362,0.007332507
0,14,200,18,0.57235525,0.002340474,0.005108711
0,14,200,17,0.400449733,0.005402141,0.004184666
0,14,200,3,0.489554916,0.008529608,0.010486971
0,15,200,20,0.730513853,0.015287355,0.003807658
0,15,200,19,0.722335992,0.005790179,0.008660022
0,15,200,9,0.52915722,0.012526619,0.00397671
0,15,200,14,0.730823637,0.002895965,0.006144106
0,15,200,21,0.567353258,0.005548679,0.006954028
0,15,200,8,0.669721163,0.0090588,0.004463153
0,15,200,4,0.726818021,0.01160272,0.006616286
0,15,200,11,0.60794599,0.010460464,0.003365327
0,15,200,6,0.618799421,0.009342376,0.004936901
0,15,200,7,0.686360051,0.009243172,0.006071998
0,15,200,23,0.632913379,0.012789957,0.007355015
0,15,200,0,0.688646384,0.004201239,0.005875967
0,15,200,10,0.57147647,0.006901644,0.007001293
0,15,200,16,0.644255217,0.009849063,0.004035697
0,15,200,12,0.58047128,0.006948636,0.007550536
0,15,200,2,0.443606087,0.005686619,0.002730747
0,15,200,13,0.452529194,0.008796297,0.006074388
0,15,200,5,0.69651834,0.009208629,0.01922412
0,15,200,1,0.666149649,0.007056969,0.0087544
0,15,200,22,0.573983822,0.006614182,0.007022279
0,15,200,15,0.450078397,0.008445848,0.007332507
0,15,200,18,0.584776444,0.003741407,0.005108711
0,15,200,17,0.390063838,0.006653592,0.004184666
0,15,200,3,0.499186436,0.008298419,0.010486971
0,16,200,20,0.72936889,0.013865815,0.003807658
0,16,200,19,0.721409199,0.005325609,0.008660022
0,16,200,9,0.528050755,0.012692037,0.00397671
0,16,200,14,0.73201268,0.003526608,0.006144106
0,16,200,21,0.563298039,0.006146121,0.006954028
0,16,200,8,0.669669855,0.009502683,0.004463153
0,16,200,4,0.72220009,0.010981755,0.006616286
0,16,200,11,0.612534227,0.01110451,0.003365327
0,16,200,6,0.614891537,0.008829886,0.004936901
0,16,200,7,0.679795646,0.008833648,0.006071998
0,16,200,23,0.630809716,0.013695325,0.007355015
0,16,200,0,0.684730397,0.004228827,0.005875967
0,16,200,10,0.570164882,0.00721556,0.007001293
0,16,200,16,0.639944515,0.007973865,0.004035697
0,16,200,12,0.577167149,0.006264672,0.007550536
0,16,200,2,0.434217051,0.005834314,0.002730747
0,16,200,13,0.45419451,0.007432825,0.006074388
0,16,200,5,0.697356995,0.010015625,0.01922412
0,16,200,1,0.666201905,0.005999634,0.0087544
0,16,200,22,0.572100529,0.005867624,0.007022279
0,16,200,15,0.449802223,0.006788288,0.007332507
0,16,200,18,0.575075791,0.003977069,0.005108711
0,16,200,17,0.384254938,0.006300842,0.004184666
0,16,200,3,0.492113997,0.007913505,0.010486971
0,17,200,20,0.72182751,0.015439504,0.003807658
0,17,200,19,0.706464824,0.004788356,0.008660022
0,17,200,9,0.528225846,0.012380302,0.00397671
0,17,200,14,0.733760934,0.002953139,0.006144106
0,17,200,21,0.569356662,0.00449301,0.006954028
0,17,200,8,0.674690871,0.009060761,0.004463153
0,17,200,4,0.725083843,0.010689626,0.006616286
0,17,200,11,0.614052291,0.009836961,0.003365327
0,17,200,6,0.619894014,0.008418721,0.004936901
0,17,200,7,0.693549146,0.009348035,0.006071998
0,17,200,23,0.628696363,0.013202899,0.007355015
0,17,200,0,0.677475083,0.004661691,0.005875967
0,17,200,10,0.554585408,0.0071164,0.007001293
0,17,200,16,0.635301049,0.008585963,0.004035697
0,17,200,12,0.562216011,0.005703527,0.007550536
0,17,200,2,0.442259672,0.006385647,0.002730747
0,17,200,13,0.455399108,0.007805972,0.006074388
0,17,200,5,0.697571209,0.008894077,0.01922412
0,17,200,1,0.684178682,0.006506478,0.0087544
0,17,200,22,0.570331307,0.005713381,0.007022279
0,17,200,15,0.450079648,0.008494896,0.007332507
0,17,200,18,0.584984119,0.004016288,0.005108711
0,17,200,17,0.389511807,0.005581545,0.004184666
0,17,200,3,0.495428532,0.008449128,0.010486971
0,18,200,20,0.720800711,0.016491415,0.003807658
0,18,200,19,0.705246349,0.004784796,0.008660022
0,18,200,9,0.531741667,0.01309999,0.00397671
0,18,200,14,0.731196213,0.003298984,0.006144106
0,18,200,21,0.566212795,0.004086171,0.006954028
0,18,200,8,0.674841351,0.009563483,0.004463153
0,18,200,4,0.725751084,0.010551298,0.006616286
0,18,200,11,0.615057307,0.011611955,0.003365327
0,18,200,6,0.618746935,0.009076397,0.004936901
0,18,200,7,0.690830441,0.008347243,0.006071998
0,18,200,23,0.629353218,0.013705817,0.007355015
0,18,200,0,0.677789437,0.004880211,0.005875967
0,18,200,10,0.556869208,0.006872865,0.007001293
0,18,200,16,0.633099099,0.007442602,0.004035697
0,18,200,12,0.562497361,0.00553629,0.007550536
0,18,200,2,0.44487366,0.006067385,0.002730747
0,18,200,13,0.456663446,0.008920707,0.006074388
0,18,200,5,0.69757696,0.008218386,0.01922412
0,18,200,1,0.684902919,0.005559171,0.0087544
0,18,200,22,0.573088233,0.005121654,0.007022279
