,bootstrap,ism_repref_corr,ref_rep_indgrp_label_ARI,rerun,scantime,sub_ref_ism_gsm_corr,sub_rep_ism_gsm_corr,subject
0,200,0.11127235416417558,0.05567072134029225,1.0,halfmintest,,,29
0,200,0.008308994457964514,0.009259573708587408,1.0,halfmintest,,,20
0,200,0.06242683892493328,0.021428140216741175,1.0,halfmintest,,,14
0,200,0.09715355843583495,0.03631825987993981,1.0,halfmintest,,,11
0,200,0.0646137584118559,0.04022596015616172,1.0,halfmintest,,,17
0,200,0.025448581457085395,0.005001860125334243,1.0,halfmintest,,,19
0,200,0.03633749749651982,0.021951334530422046,1.0,halfmintest,,,1
0,200,0.09578148951722976,0.030798411961978057,1.0,halfmintest,,,4
0,200,0.10313194458597286,0.04747905480259522,1.0,halfmintest,,,18
0,200,0.13893415254668517,0.059740591949284,1.0,halfmintest,,,15
0,200,0.14069569547279293,0.09235721381151728,1.0,halfmintest,,,9
0,200,0.05306113229404563,0.007106970832988275,1.0,halfmintest,,,28
0,200,0.04890266615784189,0.0022829642803333943,1.0,halfmintest,,,2
0,200,0.10203839583507168,0.03741769071452038,1.0,halfmintest,,,26
0,200,0.03590925660354349,0.010440609807393685,1.0,halfmintest,,,21
0,200,0.017037799180484092,0.027609092525423738,1.0,halfmintest,,,22
0,200,0.057452529971395605,0.00395097805649809,1.0,halfmintest,,,24
0,200,0.07805608349843451,0.03431315860278471,1.0,halfmintest,,,23
0,200,0.10739305721866721,0.03251905443559097,1.0,halfmintest,,,27
0,200,0.0974454615971212,0.05053037035649718,1.0,halfmintest,,,7
0,400,0.05136614896042635,0.03712224596698128,1.0,halfmintest,,,5
0,400,0.020228666463888767,0.01187344176595068,1.0,halfmintest,,,6
0,400,0.07695546627315819,0.028107830626064645,1.0,halfmintest,,,0
0,400,0.06572070193078783,0.03068549667253712,1.0,halfmintest,,,8
0,400,0.04107836649338181,0.0018544356058175504,1.0,halfmintest,,,12
0,400,0.09608585018324656,0.05188155309168995,1.0,halfmintest,,,16
0,400,0.05323645962760515,0.03977237858121097,1.0,halfmintest,,,13
0,400,0.1056025917429102,0.049371710652717504,1.0,halfmintest,,,3
0,400,0.05322429842940113,0.013539040467583271,1.0,halfmintest,,,10
0,400,0.0806690346069231,0.019877375332876455,1.0,halfmintest,,,25
0,400,0.11218523372005706,0.04003874723130342,1.0,halfmintest,,,29
0,400,0.009340724779869136,-0.011992101704715935,1.0,halfmintest,,,20
0,400,0.058380354763999054,-0.0035242195434202752,1.0,halfmintest,,,14
0,400,0.09960450205132876,0.04864142508699864,1.0,halfmintest,,,11
0,400,0.061495867617555544,-0.006430533627692645,1.0,halfmintest,,,17
0,400,0.024330782813917096,0.006795508049246303,1.0,halfmintest,,,19
0,400,0.03682090326932419,0.01606202959263171,1.0,halfmintest,,,1
0,400,0.0943514694695794,0.04743607660808828,1.0,halfmintest,,,4
0,400,0.10254220936890701,0.04954094638935598,1.0,halfmintest,,,18
0,400,0.13930507103245116,0.04628219120785493,1.0,halfmintest,,,15
0,400,0.13280539056382024,0.09150062114054187,1.0,halfmintest,,,9
0,400,0.04799488880824321,0.023738270033756004,1.0,halfmintest,,,28
0,400,0.048214929185877,0.003902103651301739,1.0,halfmintest,,,2
0,400,0.10137007087813321,0.03504885989590381,1.0,halfmintest,,,26
0,400,0.0376376841390027,0.010760973866445412,1.0,halfmintest,,,21
0,400,0.01778257957521534,0.013129662463231462,1.0,halfmintest,,,22
0,400,0.055800257086143,0.01174029947878074,1.0,halfmintest,,,24
0,400,0.08315590956519114,0.011877363213007653,1.0,halfmintest,,,23
0,400,0.09862209141371214,0.03705655157621556,1.0,halfmintest,,,27
0,400,0.0938388264424298,0.044304548464341724,1.0,halfmintest,,,7
0,800,0.050922741026965146,0.04916234369117326,1.0,halfmintest,,,5
0,800,0.019427827757401706,0.005820503764552514,1.0,halfmintest,,,6
0,800,0.07550264145468366,0.025115364099128804,1.0,halfmintest,,,0
0,800,0.06811315120907135,0.023248920665712287,1.0,halfmintest,,,8
0,800,0.03900011597088404,-0.00042972552162258876,1.0,halfmintest,,,12
0,800,0.098053823466826,0.037067612263930516,1.0,halfmintest,,,16
0,800,0.05201826948983457,0.03385684880894584,1.0,halfmintest,,,13
0,800,0.10623575601306001,0.04939876345545042,1.0,halfmintest,,,3
0,800,0.052024153063137346,0.009430709951808341,1.0,halfmintest,,,10
0,800,0.07990304636966783,0.018471338750953033,1.0,halfmintest,,,25
0,800,0.11158804299675729,0.04197247993125763,1.0,halfmintest,,,29
0,800,0.009082456248024395,0.006766272420088775,1.0,halfmintest,,,20
0,800,0.05553391871389313,0.003491366337814706,1.0,halfmintest,,,14
0,800,0.0986804963858171,0.051872302784963596,1.0,halfmintest,,,11
0,800,0.06061807901450311,0.0005027336931663375,1.0,halfmintest,,,17
0,800,0.023561893509930765,0.009971393019078022,1.0,halfmintest,,,19
0,800,0.03601458871221863,0.005030099163075285,1.0,halfmintest,,,1
0,800,0.09309986978126283,0.027772669868309004,1.0,halfmintest,,,4
0,800,0.1001953880464943,0.03159631164965919,1.0,halfmintest,,,18
0,800,0.13736853712388897,0.03493598124098179,1.0,halfmintest,,,15
0,800,0.12823187273245762,0.02987861169873206,1.0,halfmintest,,,9
0,800,0.044831028972061704,0.00046520549119197376,1.0,halfmintest,,,28
0,800,0.047132204009190604,0.012591688159159505,1.0,halfmintest,,,2
0,800,0.10044368013769589,0.031039312566780265,1.0,halfmintest,,,26
0,800,0.037938011299376906,0.006201987397271412,1.0,halfmintest,,,21
0,800,0.01792161248297719,0.005557345379505643,1.0,halfmintest,,,22
0,800,0.05406640715423239,0.01427923589749878,1.0,halfmintest,,,24
0,800,0.08404188760695419,0.03747816122429985,1.0,halfmintest,,,23
0,800,0.0935604681047596,0.02982648508514576,1.0,halfmintest,,,27
0,800,0.09123519659998325,0.02171986599769719,1.0,halfmintest,,,7
0,1,0.032342090975310156,0.034094957225437636,2.0,halfmintest,,,5
0,1,0.0020953349450684167,0.05483466091705786,2.0,halfmintest,,,6
0,1,0.018721270209128726,0.02464629269378834,2.0,halfmintest,,,0
0,1,-0.002896290191147788,-0.0036715688115369085,2.0,halfmintest,,,8
0,1,0.0006377603810437948,0.012427980876517863,2.0,halfmintest,,,12
0,1,0.01522475215595176,-0.0182091725952975,2.0,halfmintest,,,16
0,1,0.04312802024959983,0.06854405246495747,2.0,halfmintest,,,13
0,1,0.07139664927797518,0.07017251001062705,2.0,halfmintest,,,3
0,1,0.008491768115111542,0.024284047688942694,2.0,halfmintest,,,10
0,1,0.03445284654851799,0.021915109827044726,2.0,halfmintest,,,25
0,1,0.020003088428247717,0.004449107243627181,2.0,halfmintest,,,29
0,1,-0.027495518835717103,-0.011745622416017053,2.0,halfmintest,,,20
0,1,0.00830004683450325,0.0021583186557680638,2.0,halfmintest,,,14
0,1,0.07187091151857794,0.030370867509350846,2.0,halfmintest,,,11
0,1,0.010350034861750568,0.005593778277638522,2.0,halfmintest,,,17
0,1,0.06493394821579512,0.050122322934682335,2.0,halfmintest,,,19
0,1,0.0188397143096245,0.034761494241346995,2.0,halfmintest,,,1
0,1,0.04895904387859762,0.0340786976832648,2.0,halfmintest,,,4
0,1,0.04625456899403846,0.05269436098975515,2.0,halfmintest,,,18
0,1,-0.01065506354653345,0.006012083083440764,2.0,halfmintest,,,15
0,1,0.041164785220647704,0.02510016237189093,2.0,halfmintest,,,9
0,1,0.010465961058149342,0.006735395030698654,2.0,halfmintest,,,28
0,1,0.006644484977006315,0.005010672928743232,2.0,halfmintest,,,2
0,1,0.02799159847464494,0.021133398014153145,2.0,halfmintest,,,26
0,1,0.013563268774310466,-0.00390170294927004,2.0,halfmintest,,,21
0,1,0.01334865734748103,0.012521898061762753,2.0,halfmintest,,,22
0,1,0.04439802819425276,0.07294344747745589,2.0,halfmintest,,,24
0,1,0.04775703866926584,0.029990029146166285,2.0,halfmintest,,,23
0,1,0.01188621331032036,0.003971397226076052,2.0,halfmintest,,,27
0,1,0.002364812138152761,-0.007916085506694889,2.0,halfmintest,,,7
0,10,0.03081517427281999,-0.0018107505967017259,2.0,halfmintest,,,5
0,10,0.02203552897509531,0.0026727288759942043,2.0,halfmintest,,,6
0,10,0.05915317508573681,0.010278368534034361,2.0,halfmintest,,,0
0,10,0.044388831291638176,0.03488879398461037,2.0,halfmintest,,,8
0,10,0.022484703929120053,0.0011323629357727013,2.0,halfmintest,,,12
0,10,0.07750750173149912,0.048239539626669624,2.0,halfmintest,,,16
0,10,0.04062567180285592,0.019969514372534445,2.0,halfmintest,,,13
0,10,0.07293156327615302,0.04491786292157492,2.0,halfmintest,,,3
0,10,0.03892134241251788,0.01715507504047991,2.0,halfmintest,,,10
0,10,0.052031586671159036,0.012525536538951169,2.0,halfmintest,,,25
0,10,0.07235792609461877,0.02364892670443059,2.0,halfmintest,,,29
0,10,-0.015520295137127382,-0.02217149771523489,2.0,halfmintest,,,20
0,10,0.04674053961082503,0.029242130912264422,2.0,halfmintest,,,14
0,10,0.09895189520304626,0.026041923707675062,2.0,halfmintest,,,11
0,10,0.03946471848513278,-0.009088150008704976,2.0,halfmintest,,,17
0,10,0.022850631557571832,0.012409111355733908,2.0,halfmintest,,,19
0,10,0.013198475642339669,0.007566455897538266,2.0,halfmintest,,,1
0,10,0.06483503751905506,0.013927006026333559,2.0,halfmintest,,,4
0,10,0.0824483100248582,0.0035104797472985142,2.0,halfmintest,,,18
0,10,0.09597441328008893,0.0680458202221381,2.0,halfmintest,,,15
0,10,0.08335326659111375,0.08413705708507395,2.0,halfmintest,,,9
0,10,0.028642965192520187,0.014748207793301599,2.0,halfmintest,,,28
0,10,0.03527168462942054,-0.0010558327381968715,2.0,halfmintest,,,2
0,10,0.09219084890450091,0.0513429087986358,2.0,halfmintest,,,26
0,10,0.02024903469301398,0.022429720113465175,2.0,halfmintest,,,21
0,10,0.017461808189652817,0.013625890152621398,2.0,halfmintest,,,22
0,10,0.046777401107916505,-0.0005324935925288238,2.0,halfmintest,,,24
0,10,0.06616034430779139,0.03164480594959635,2.0,halfmintest,,,23
0,10,0.08020852063672235,0.024645571539775143,2.0,halfmintest,,,27
0,10,0.08070866881463401,0.02897217684446547,2.0,halfmintest,,,7
0,100,0.055620436298639775,0.013273355839775135,2.0,halfmintest,,,5
0,100,0.025007505259411866,0.01161488659129272,2.0,halfmintest,,,6
0,100,0.0795733630049772,0.015856966412496155,2.0,halfmintest,,,0
0,100,0.06252581099003429,0.020498505057755,2.0,halfmintest,,,8
0,100,0.04404570033759747,0.0025388900666987236,2.0,halfmintest,,,12
0,100,0.09093942301609503,0.044273080862000234,2.0,halfmintest,,,16
0,100,0.05383515124179772,0.030413230403028527,2.0,halfmintest,,,13
0,100,0.10581173860944226,0.05014829764248102,2.0,halfmintest,,,3
0,100,0.054409135959505917,0.02069040963824733,2.0,halfmintest,,,10
0,100,0.07963655907810208,0.029589769954218168,2.0,halfmintest,,,25
0,100,0.11476056326397821,0.03580325767607953,2.0,halfmintest,,,29
0,100,0.01126988981709165,-0.0030159642012320778,2.0,halfmintest,,,20
0,100,0.06330144227941714,0.008705611757951159,2.0,halfmintest,,,14
0,100,0.09844515379016539,0.03496706051887725,2.0,halfmintest,,,11
0,100,0.061430829590855995,0.0014699638320732698,2.0,halfmintest,,,17
0,100,0.026147156760522927,0.012002115440486452,2.0,halfmintest,,,19
0,100,0.032152088460420614,0.012207532090310539,2.0,halfmintest,,,1
0,100,0.09388970464568214,0.02829822045258592,2.0,halfmintest,,,4
0,100,0.09834447163896631,0.03972500746381785,2.0,halfmintest,,,18
0,100,0.13456932045224135,0.04038859866231404,2.0,halfmintest,,,15
0,100,0.13987281593542467,0.010093296662883486,2.0,halfmintest,,,9
0,100,0.05782535304398484,0.008439464425232962,2.0,halfmintest,,,28
0,100,0.048056271121751815,0.013308131176657842,2.0,halfmintest,,,2
0,100,0.1014612824988601,0.02237130535365719,2.0,halfmintest,,,26
0,100,0.03324144412108043,0.008927062209904229,2.0,halfmintest,,,21
0,100,0.017581624285156083,0.01974110659247854,2.0,halfmintest,,,22
0,100,0.0564869550241649,-0.00046716634758855216,2.0,halfmintest,,,24
0,100,0.08084728838040045,0.027153400627080458,2.0,halfmintest,,,23
0,100,0.11050423382830554,0.03835283481583001,2.0,halfmintest,,,27
0,100,0.09893211974397964,0.03907550460589238,2.0,halfmintest,,,7
0,200,0.05271891714085564,0.018944204368085468,2.0,halfmintest,,,5
0,200,0.02167034710104776,0.01901801021067372,2.0,halfmintest,,,6
0,200,0.07870296603922622,0.03242896898863273,2.0,halfmintest,,,0
0,200,0.06311132198229497,0.04006823322560326,2.0,halfmintest,,,8
0,200,0.04395847464739677,0.005666238884372082,2.0,halfmintest,,,12
0,200,0.0908196353877494,0.04522878366278231,2.0,halfmintest,,,16
0,200,0.057031592091969396,0.03168892223204926,2.0,halfmintest,,,13
0,200,0.10303947394556612,0.03949155290815732,2.0,halfmintest,,,3
0,200,0.05506707627000618,-0.0015645709012114934,2.0,halfmintest,,,10
0,200,0.08008921326107465,0.022354091393752676,2.0,halfmintest,,,25
0,200,0.11438674718139175,0.06806250491986415,2.0,halfmintest,,,29
0,200,0.009017093056466474,0.01585161929847812,2.0,halfmintest,,,20
0,200,0.06370440505452069,-0.002019742460438787,2.0,halfmintest,,,14
0,200,0.097679369766276,0.03390927973617532,2.0,halfmintest,,,11
0,200,0.06462675016418074,-0.006250714996713091,2.0,halfmintest,,,17
0,200,0.025037364903660597,-0.00031735723744910914,2.0,halfmintest,,,19
0,200,0.035499149368759975,0.01695975848495255,2.0,halfmintest,,,1
0,200,0.09523563997730133,0.027013681432143583,2.0,halfmintest,,,4
0,200,0.10097432182279364,0.03880962135784156,2.0,halfmintest,,,18
0,200,0.13868916448727675,0.05311676131225605,2.0,halfmintest,,,15
0,200,0.14156418907885981,0.06952025417445885,2.0,halfmintest,,,9
0,200,0.054394536053862574,0.01454055946007519,2.0,halfmintest,,,28
0,200,0.04892246335138861,0.00622113393802656,2.0,halfmintest,,,2
0,200,0.10199903040451908,0.057094583899276886,2.0,halfmintest,,,26
0,200,0.036614622162107646,0.017723841080174135,2.0,halfmintest,,,21
0,200,0.01725552114133777,-0.000360717473901165,2.0,halfmintest,,,22
0,200,0.05778615013899968,0.015536526960247947,2.0,halfmintest,,,24
0,200,0.07843522619506793,0.02662849558938182,2.0,halfmintest,,,23
0,200,0.10702369132217016,0.0518102235500967,2.0,halfmintest,,,27
0,200,0.09684624165456868,0.0476650220465028,2.0,halfmintest,,,7
0,400,0.051763491327991185,0.021988084026030707,2.0,halfmintest,,,5
0,400,0.020554790756757813,0.017847578818705058,2.0,halfmintest,,,6
0,400,0.07711175448437224,0.02840282100716876,2.0,halfmintest,,,0
0,400,0.06674697395611262,0.0443002131135896,2.0,halfmintest,,,8
0,400,0.040648477304196184,0.005219061948785713,2.0,halfmintest,,,12
0,400,0.0964454699636429,0.04102987944898008,2.0,halfmintest,,,16
0,400,0.0536520493254129,0.03270577984615643,2.0,halfmintest,,,13
0,400,0.10631111598436527,0.03837626364037611,2.0,halfmintest,,,3
0,400,0.05335841651468176,-0.0032310933385186194,2.0,halfmintest,,,10
0,400,0.08057688624052917,0.023615039089092446,2.0,halfmintest,,,25
0,400,0.11337587878763156,0.06330669712357795,2.0,halfmintest,,,29
0,400,0.009942050377997447,0.013485400871714888,2.0,halfmintest,,,20
0,400,0.05940049970932326,0.004327260127437067,2.0,halfmintest,,,14
0,400,0.0999083658256863,0.037198934333777293,2.0,halfmintest,,,11
0,400,0.061539400333623595,0.017895204346829216,2.0,halfmintest,,,17
0,400,0.02402164335889445,0.01254617308951135,2.0,halfmintest,,,19
0,400,0.036395277873816134,0.015871628163014732,2.0,halfmintest,,,1
0,400,0.09440372815485121,0.026663309309424194,2.0,halfmintest,,,4
0,400,0.10143316043719297,0.028851812866744094,2.0,halfmintest,,,18
0,400,0.1391100786478079,0.059929784474475035,2.0,halfmintest,,,15
0,400,0.13301941645894622,0.05776624606879919,2.0,halfmintest,,,9
0,400,0.04853872322984665,0.023642960874863853,2.0,halfmintest,,,28
0,400,0.048175939622047026,0.004267803180478705,2.0,halfmintest,,,2
0,400,0.10135958879156581,0.024485727874397668,2.0,halfmintest,,,26
0,400,0.03781059140665988,0.01281314658324926,2.0,halfmintest,,,21
0,400,0.01782528434653985,0.004153337107203241,2.0,halfmintest,,,22
0,400,0.05592372856925876,0.012758269260369175,2.0,halfmintest,,,24
0,400,0.08336416519436396,0.049312301264190235,2.0,halfmintest,,,23
0,400,0.0984112785867941,0.023762244489407745,2.0,halfmintest,,,27
0,400,0.09382526822318349,0.04353791399890722,2.0,halfmintest,,,7
0,800,0.05098895931137304,0.017538769210301265,2.0,halfmintest,,,5
0,800,0.019562162312367848,0.007777947859013024,2.0,halfmintest,,,6
0,800,0.07564070900937525,0.02845849767758318,2.0,halfmintest,,,0
0,800,0.0685955549518702,0.02193724127195992,2.0,halfmintest,,,8
0,800,0.038922714453145324,-0.00037937684434213913,2.0,halfmintest,,,12
0,800,0.09820266259093224,0.03987860948490878,2.0,halfmintest,,,16
0,800,0.052224853048957964,0.031405350735940314,2.0,halfmintest,,,13
0,800,0.1066044896052446,0.05033739908322078,2.0,halfmintest,,,3
0,800,0.0520692096531874,0.00789289017443459,2.0,halfmintest,,,10
0,800,0.07994674357573739,0.021496814017487206,2.0,halfmintest,,,25
0,800,0.11199328366283656,0.049103741614757924,2.0,halfmintest,,,29
0,800,0.00939028867365388,0.0017860228278608566,2.0,halfmintest,,,20
0,800,0.05591762586807714,-0.004915158433069864,2.0,halfmintest,,,14
0,800,0.09859240769035527,0.04825818012913556,2.0,halfmintest,,,11
0,800,0.0605703462963737,0.006078257290187955,2.0,halfmintest,,,17
0,800,0.023435906812024787,0.014077450636243823,2.0,halfmintest,,,19
0,800,0.03575386950438486,0.019426097409637164,2.0,halfmintest,,,1
0,800,0.09302669119924034,0.03979429373782226,2.0,halfmintest,,,4
0,800,0.09970371554108182,0.026094648731151002,2.0,halfmintest,,,18
0,800,0.1374914391214208,0.024871785796205425,2.0,halfmintest,,,15
0,800,0.12843762669254555,0.03590008207963443,2.0,halfmintest,,,9
0,800,0.045050741508141035,0.0044106632231464115,2.0,halfmintest,,,28
0,800,0.04715308393592088,0.015050253001081563,2.0,halfmintest,,,2
0,800,0.10036908787789345,0.01981917246356142,2.0,halfmintest,,,26
0,800,0.037985291956391,0.008211020635343581,2.0,halfmintest,,,21
0,800,0.01796610406733079,0.02626800594461677,2.0,halfmintest,,,22
0,800,0.054131908027848175,0.009818173731853857,2.0,halfmintest,,,24
0,800,0.08432784839933305,0.03915691251975487,2.0,halfmintest,,,23
0,800,0.09346611300381391,0.023594462075103184,2.0,halfmintest,,,27
0,800,0.09102086357243722,0.04083980500984411,2.0,halfmintest,,,7
0,1,0.05270767328196202,0.04718928017359747,3.0,halfmintest,,,5
0,1,0.054369750358029156,0.09567083452402189,3.0,halfmintest,,,6
0,1,0.016669083683343744,0.005657229869562246,3.0,halfmintest,,,0
0,1,0.02878006094814145,-0.007090186610471377,3.0,halfmintest,,,8
0,1,0.011932502409571555,0.007088685647247941,3.0,halfmintest,,,12
0,1,0.01351825021143338,0.013112839398350817,3.0,halfmintest,,,16
0,1,0.06049012756160432,0.05930457029697412,3.0,halfmintest,,,13
0,1,0.03526948433685717,0.034703661118876766,3.0,halfmintest,,,3
0,1,0.024421513658129057,0.03941347584515575,3.0,halfmintest,,,10
0,1,0.007120434443138479,0.01177063151429432,3.0,halfmintest,,,25
0,1,0.009932365769530493,0.03822466829375251,3.0,halfmintest,,,29
0,1,-0.012854083099396396,-0.006566220835668158,3.0,halfmintest,,,20
0,1,-0.01057399779972834,0.008314844862323399,3.0,halfmintest,,,14
0,1,0.05632075489004107,0.013520623410918883,3.0,halfmintest,,,11
0,1,0.021055101887337724,0.0501894802214324,3.0,halfmintest,,,17
0,1,0.024973340958724055,0.03810656239576719,3.0,halfmintest,,,19
0,1,0.013465865119835496,0.003367042356179502,3.0,halfmintest,,,1
0,1,0.03113352460693486,0.03012098619446069,3.0,halfmintest,,,4
0,1,0.05364959318958473,0.04358887640790456,3.0,halfmintest,,,18
0,1,0.00885078530815775,0.010094703337305095,3.0,halfmintest,,,15
