,scantime,rerun,bootstrap,group_label_acc,gsm_repref_corr,mean_rep_ism_gsm_corr,stdev_rep_ism_gsm_corr
0,halfmintest,4.0,1,0.253459739065595,0.25396613488096786,0.0028503349663178837,0.001998273384466573
0,halfmintest,4.0,10,0.02548061569875691,0.03500223398839264,0.004581351280710585,0.0029381884557294633
0,halfmintest,4.0,100,0.00960258523785453,0.13289362244703495,0.012488287432607903,0.01528225934686162
0,halfmintest,4.0,200,0.09595991553752771,0.23799554134190948,0.013031154822729756,0.009728453387276556
0,halfmintest,4.0,400,0.1167972099385698,0.24159998011644757,0.0171616060261723,0.01622310812443198
0,halfmintest,4.0,800,0.07414583133188772,0.25456137633682197,0.018887356864611064,0.02039249812211615
0,halfmintest,5.0,1,0.16861429100649156,0.17073313188428885,0.004171579664814214,0.004972056772353432
0,halfmintest,5.0,10,0.12546312625882589,0.13441984753685532,0.00818492428207556,0.00867628123477259
0,halfmintest,5.0,100,0.05228157493045066,0.1472664647045857,0.012552360918725787,0.012671785201608665
0,halfmintest,5.0,200,0.0770654171144214,0.2242990923504269,0.014715397087988675,0.013347163253839937
0,halfmintest,5.0,400,0.1475252324080141,0.2730644586735502,0.018511070460889713,0.01904340441591846
0,halfmintest,5.0,800,0.06830200660864214,0.22344428088135637,0.018312507810385396,0.01766453210524263
0,halfmintest,6.0,1,0.23517230321011662,0.23711509096535277,0.0028568868932818845,0.0020224557415241167
0,halfmintest,6.0,10,0.11219487188715611,0.1157058126074112,0.006949253432031932,0.008158798442416139
0,halfmintest,6.0,100,0.023378214670839958,0.13577021405735423,0.010711417398895228,0.008978561227836818
0,halfmintest,6.0,200,0.03975296818415715,0.20702283204601402,0.013978639843690384,0.011850947450515525
0,halfmintest,6.0,400,0.1466005213229309,0.2535467346875414,0.016250043182448656,0.016037571919894848
0,halfmintest,6.0,800,0.039210682832786635,0.25342987585608256,0.018823099507740988,0.017661534339663488
0,halfmintest,7.0,1,0.15825137326188737,0.15872726373057922,0.002178970657345347,0.0016069198876681571
0,halfmintest,7.0,10,0.029888974580926268,0.0305531549258099,0.007693797187933741,0.009219377096852614
0,halfmintest,7.0,100,0.08323480988575364,0.10063893174725524,0.013657242656256766,0.015070279744047729
0,halfmintest,7.0,200,0.08108190926301366,0.21955507602840618,0.01454095462048829,0.012827731693754375
0,halfmintest,7.0,400,0.11073484763189136,0.226918503242991,0.01685604386612417,0.017222581941613035
0,halfmintest,7.0,800,0.07532895392716436,0.25008019432232165,0.019252614356337207,0.020244842646194347
0,halfmintest,8.0,1,0.2028848000581247,0.20407258174872434,0.0021417176551238202,0.002334217929468232
0,halfmintest,8.0,10,0.04239295242663698,0.04891597782575541,0.006828171372722154,0.007501829598638733
0,halfmintest,8.0,100,0.1066998047206199,0.21801527097941564,0.01267912682867165,0.013323935008754385
0,halfmintest,8.0,200,0.13041095513413392,0.21943061181904067,0.014379943843743718,0.013953593533856948
0,halfmintest,8.0,400,0.07440166193920975,0.2738473544894866,0.017372396762509085,0.015824428190308226
0,halfmintest,8.0,800,0.05048639255299668,0.29050226803065726,0.018268618266557127,0.01658143697978781
0,halfmintest,9.0,1,0.19584756811178217,0.19684302440965773,0.00300463060703536,0.0026302480638498373
0,halfmintest,9.0,10,0.056568625737448724,0.07488029502009674,0.007411859881960662,0.008298271519849711
0,halfmintest,9.0,100,0.023378214670839958,0.13577021405735423,0.010711417398895228,0.008978561227836818
0,halfmintest,9.0,200,0.08458338628667161,0.305222849762504,0.01461512992843366,0.014641820947051585
0,halfmintest,9.0,400,0.052307154762481864,0.20636687291433298,0.016041733387530174,0.01681627349029685
0,halfmintest,9.0,800,0.10688147524816337,0.255888497501787,0.017514864343836683,0.016873781279541922
0,halfmintest,10.0,1,0.17113229757217185,0.1729820947148487,0.004485524514236117,0.0061672298368273095
0,halfmintest,10.0,10,0.10986062867852245,0.11307250578999928,0.008111144488694329,0.010159864518133927
0,halfmintest,10.0,100,0.15414281962345178,0.20632997639681427,0.014276995462505104,0.017224022382083447
0,halfmintest,10.0,200,0.060744059274472864,0.23200333126304473,0.01402488387924298,0.012288097770525969
0,halfmintest,10.0,400,0.05324972890971184,0.2661846895204887,0.015973662142289742,0.01382583964979445
0,halfmintest,10.0,800,0.10927557688513224,0.265614119764628,0.018996836816084876,0.018295173549601647
0,onemintest,1.0,1,0.3389960051446591,0.33937690871417425,0.0023846983851910863,0.0015337731140129733
0,onemintest,1.0,10,0.0639953357120165,0.07022791035815579,0.010081012282072099,0.015504610640640579
0,onemintest,1.0,100,0.2965641821989912,0.32533999603308894,0.012675320869097706,0.01069061704101804
0,onemintest,1.0,200,0.35186336917558103,0.3891442969832669,0.01485910260335849,0.014979061040466715
0,onemintest,1.0,400,0.06902786520173695,0.3439525166058972,0.015741383021996475,0.013940200777851441
0,onemintest,1.0,800,0.07361546516628925,0.4184095825668579,0.018155265812092487,0.01815150470890149
0,onemintest,2.0,1,0.20200416994962178,0.20262538935813668,0.0034684404574215548,0.004411309931890317
0,onemintest,2.0,10,0.1111719028962986,0.13846834068128633,0.008856817675916062,0.013379835224018442
0,onemintest,2.0,100,0.17008222163472855,0.21895336839659707,0.014802045062245573,0.017575993802186468
0,onemintest,2.0,200,0.12078827822518941,0.3262450461408637,0.016009641670750394,0.018819852358706677
0,onemintest,2.0,400,0.049402847724679,0.33405480066229165,0.018431935276784033,0.02053234736537707
0,onemintest,2.0,800,0.2595198593745746,0.4454698821212477,0.01991379408086151,0.02046111054656955
0,onemintest,3.0,1,0.29005533614590745,0.2933708724403321,0.0024108978249755405,0.002228366468670935
0,onemintest,3.0,10,0.04139477812489974,0.047406689083124065,0.007949431634182502,0.009544022189408051
0,onemintest,3.0,100,0.0631654962441316,0.1924363903619697,0.01388610775128554,0.0142182719921198
0,onemintest,3.0,200,0.34477402127560863,0.40096310546512637,0.017488688886435837,0.020641102721901672
0,onemintest,3.0,400,0.12223480217347044,0.39376253556480534,0.018068622995652917,0.019681465424308174
0,onemintest,3.0,800,0.16430142279290377,0.37831696002787973,0.020901952102444946,0.02271298459806897
0,onemintest,4.0,1,0.2522662369890841,0.2573550587678691,0.003785540173526847,0.004662168340172491
0,onemintest,4.0,10,0.10164232089542562,0.11576535941580457,0.0077695114381262755,0.008544301393251994
0,onemintest,4.0,100,0.03442996482608475,0.21373667360404935,0.013495940841251712,0.012182259951543142
0,onemintest,4.0,200,0.11878985294007761,0.29614334533154363,0.01666785089525359,0.01873439605684817
0,onemintest,4.0,400,0.07340801641945943,0.26735396028505654,0.01915600637192331,0.023239382653108473
0,onemintest,4.0,800,0.04598882083808,0.334955797938156,0.018792268664065914,0.021054252236718158
0,onemintest,5.0,1,0.18925541527647924,0.19155949898769098,0.0027281986428329646,0.002002877729304255
0,onemintest,5.0,10,0.05212083463410589,0.06359145082538764,0.008427406153708157,0.011150513207212031
0,onemintest,5.0,100,0.0587324953166331,0.18702990622954085,0.015189476921982092,0.01868258258640869
0,onemintest,5.0,200,0.37003464267921465,0.42765407439056724,0.017139446318850785,0.018480072067965744
0,onemintest,5.0,400,0.053611684912021236,0.3540146734763354,0.018421959575927866,0.020161067253869427
0,onemintest,5.0,800,0.07054826264150386,0.3027464952522694,0.01823130334834563,0.018781423653767795
0,onemintest,6.0,1,0.2104951541065472,0.21238461240882056,0.003026861755985988,0.0032157278626437505
0,onemintest,6.0,10,0.07140285651866632,0.11366939118078112,0.007281577513227714,0.008311334913504843
0,onemintest,6.0,100,0.16366866802715666,0.23765836141577967,0.014477598375117702,0.014903138354565755
0,onemintest,6.0,200,0.09417362312249086,0.3745620288417244,0.015208880259269556,0.01529086585284944
0,onemintest,6.0,400,0.06888663703674382,0.3359384937289389,0.016730588491466813,0.016305153226546656
0,onemintest,6.0,800,0.03874827012786415,0.25746573423895813,0.018106314827992027,0.018638086807809772
0,onemintest,7.0,1,0.12953692998495664,0.13169693016724682,0.0019412288075806008,0.0010733144132349963
0,onemintest,7.0,10,0.14276329504954308,0.15953438909403428,0.005642189832526097,0.003956323432469362
0,onemintest,7.0,100,0.21085694300331798,0.4146618265585982,0.01473324859758713,0.01388025186757133
0,onemintest,7.0,200,0.09887913376392622,0.24195378404456303,0.0181149457155196,0.020697882253260594
0,onemintest,7.0,400,0.061849898076572374,0.3954499862069667,0.017517859872725815,0.01745634806911295
0,onemintest,7.0,800,0.2354632262969006,0.40177315471067043,0.020245377671753557,0.022101607930347843
0,onemintest,8.0,1,0.2931571059179045,0.29685581454361687,0.0026279807246716524,0.0017112134261125234
0,onemintest,8.0,10,0.08018495849552938,0.10987514284537059,0.004426249123247683,0.002973831727846047
0,onemintest,8.0,100,0.0990081037505958,0.24393677049297846,0.014317114220741611,0.014573028314862216
0,onemintest,8.0,200,0.22018055495720645,0.3928411570986894,0.015420925041653055,0.015403068542684785
0,onemintest,8.0,400,0.08932073395421716,0.2975688856375692,0.016635984492990762,0.016136609761806534
0,onemintest,8.0,800,0.044163869627576076,0.2722627685366401,0.018237628249960183,0.019525599034571243
0,onemintest,9.0,1,0.11796545537055247,0.11895280597373459,0.0031851108191840783,0.003827557654170018
0,onemintest,9.0,10,0.1008326774569832,0.11654832964138384,0.007992144388447068,0.00958533662505217
0,onemintest,9.0,100,0.255387168717709,0.25650361172484737,0.01481144341116896,0.015022377901805665
0,onemintest,9.0,200,0.2306180734091894,0.3504084812267645,0.016005622949845637,0.01717496918897519
0,onemintest,9.0,400,0.31854473704248354,0.34526011787378263,0.0169905751574504,0.015861180339783724
0,onemintest,9.0,800,0.05880558043825888,0.27380591152198863,0.018879710200507896,0.020229619527590458
0,onemintest,10.0,1,0.3672397909448173,0.3764803386280908,0.002746354566530703,0.002520850591477641
0,onemintest,10.0,10,0.15484168794201228,0.18954806775533206,0.006927519911825205,0.006051930649223653
0,onemintest,10.0,100,0.10292513676709845,0.22278439206376577,0.01305817934817172,0.011975525909500493
0,onemintest,10.0,200,0.11932725267434355,0.32368241554655297,0.016915012949624168,0.02063641947998327
0,onemintest,10.0,400,0.0902702358763461,0.32089162458538933,0.01868690601795842,0.018062201357982848
0,onemintest,10.0,800,0.06580049928787862,0.30839696419372387,0.0202257116408994,0.0218636939505623
0,threemintest,1.0,1,0.1850739656120847,0.18713645854303573,0.0037232926962816842,0.0044601706119635175
0,threemintest,1.0,10,0.11058744292240777,0.13065760889669886,0.008493262832488664,0.010294270658432686
0,threemintest,1.0,100,0.18893664832836535,0.40271862935457325,0.01283935883278875,0.010751228673234862
0,threemintest,1.0,200,0.11790155980542767,0.4123990912229125,0.015567644030902442,0.014330615866739543
0,threemintest,1.0,400,0.32543553159126953,0.43848132161247366,0.016644877065577605,0.014093040189395655
0,threemintest,1.0,800,0.322478079907988,0.52488855362681,0.016256501102487268,0.011993189969653957
0,threemintest,2.0,1,0.3202338255244643,0.320867318335073,0.0033297793935721594,0.0021169700092935574
0,threemintest,2.0,10,0.1774700466388847,0.21503318155911122,0.004968929608385361,0.0024743412323969317
0,threemintest,2.0,100,0.1689995325292115,0.43715039166629177,0.013452916329813396,0.01034557348315783
0,threemintest,2.0,200,0.22838019345743904,0.414757649718722,0.016873609533277153,0.01650978157942174
0,threemintest,2.0,400,0.3066848635222172,0.5015251607034622,0.017915326450484822,0.01773980430942648
0,threemintest,2.0,800,0.3262450200756891,0.507053067195612,0.01719582901708683,0.013362645220359817
0,threemintest,3.0,1,0.2145341352881307,0.21895848292723585,0.002575221447820793,0.0018797152053219809
0,threemintest,3.0,10,0.2168548520033168,0.2646267912138145,0.0061867272971861936,0.003966518913812908
0,threemintest,3.0,100,0.24529793681154596,0.3785998760949728,0.011325791405347615,0.006821790893392954
0,threemintest,3.0,200,0.33363395691335535,0.5294099190073892,0.014852522790618923,0.011237544321720897
0,threemintest,3.0,400,0.16429448489849088,0.4516519647456321,0.016862411455183173,0.014231850256056727
0,threemintest,3.0,800,0.3072127055635882,0.46638446807181777,0.016776332407906,0.01449881191322132
0,threemintest,4.0,1,0.5393790876269339,0.5402331987976029,0.001801905276169391,0.0016639598881895284
0,threemintest,4.0,10,0.20972687085333724,0.21948424361181118,0.006395945584681895,0.006552783577736265
0,threemintest,4.0,100,0.1304445362583862,0.26227019086402725,0.01103222445706753,0.008695537214793903
0,threemintest,4.0,200,0.14763868137727157,0.4366472786680228,0.013862157466146281,0.009591418963357317
0,threemintest,4.0,400,0.2876518961463249,0.5107448646033316,0.0166867218058676,0.014145972058877649
0,threemintest,4.0,800,0.2692060107415442,0.44946811277252485,0.01685228804312011,0.014227727475545897
0,threemintest,5.0,1,0.4457059382275892,0.4563349079609327,0.0018555407523320447,0.0008999163536336882
0,threemintest,5.0,10,0.24402245705949488,0.266530925257624,0.006057158688196288,0.004835717164473229
0,threemintest,5.0,100,0.25004796138785956,0.46380117140438804,0.012839948791212382,0.010865884482065755
0,threemintest,5.0,200,0.2090937501385546,0.41690466751499455,0.016326180063808145,0.015539617117906019
0,threemintest,5.0,400,0.3673970116494312,0.6332563754411161,0.01524347721283132,0.011772880562548958
0,threemintest,5.0,800,0.2647452543918514,0.5050583612261077,0.016934587806547684,0.013909701112109835
0,threemintest,6.0,1,0.39764348487966017,0.4011212000301061,0.0025409084663824263,0.0018483446790014334
0,threemintest,6.0,10,0.22401795840049957,0.27666193953663887,0.00796102611919446,0.010610972980365754
0,threemintest,6.0,100,0.19072253627579036,0.27801437766968995,0.013142164539589536,0.011120846408320369
0,threemintest,6.0,200,0.42443912222019925,0.49294393855785135,0.013087745286215695,0.008172903560866791
0,threemintest,6.0,400,0.2757251530883639,0.5108987644326621,0.016694773672708288,0.014794214167091469
0,threemintest,6.0,800,0.24403450124026183,0.4922112981312915,0.016806465800052788,0.013926884498748895
0,threemintest,7.0,1,0.42839292889332903,0.43555873466107164,0.002224648445572656,0.0015489087495997186
0,threemintest,7.0,10,0.17344462359797846,0.1917405682127944,0.008296169887532031,0.013914100362832915
0,threemintest,7.0,100,0.16832028433385007,0.2612686375725961,0.012768663217949616,0.009614113731040236
0,threemintest,7.0,200,0.1951995911353973,0.38981445357048505,0.01697305593148479,0.01721392249374005
0,threemintest,7.0,400,0.25033677637448026,0.4444274170368927,0.01580106916621425,0.011973234998552835
0,threemintest,7.0,800,0.06158749000862543,0.44912466222887426,0.017442163560017033,0.014142207591637191
0,threemintest,8.0,1,0.3286012280418844,0.33468925519074855,0.002812286210010273,0.0021370838389010087
0,threemintest,8.0,10,0.0991862966229048,0.12783866258537357,0.00537024925382172,0.006270960536126697
0,threemintest,8.0,100,0.3859732429002516,0.5938626008146117,0.011512719722736212,0.009490567598815086
0,threemintest,8.0,200,0.09980762746962168,0.3785303094325425,0.01341755639644872,0.008911051846988902
0,threemintest,8.0,400,0.3731274890053888,0.5832880724496854,0.014693447980333759,0.012011381687059812
0,threemintest,8.0,800,0.32320899269310316,0.5691614866310728,0.016946875154340176,0.013594372381312187
0,threemintest,9.0,1,0.37073181848303627,0.3760227498607094,0.0029987356576886967,0.0027679948643405537
0,threemintest,9.0,10,0.39658467517982054,0.4285677072371791,0.0067196217031597946,0.006951273447229854
0,threemintest,9.0,100,0.33946603869961295,0.28146634798237913,0.014189409009273816,0.014119402307454313
0,threemintest,9.0,200,0.18933480388600518,0.4300254407221502,0.015157219512291327,0.012406321086238377
0,threemintest,9.0,400,0.23322994679569856,0.42134738905527724,0.016388449182402277,0.01462203100124844
0,threemintest,9.0,800,0.3300867942863903,0.5214092874176973,0.016813599871132148,0.013313006541570128
0,threemintest,10.0,1,0.30909811291320427,0.3102173975200374,0.0030965392943399874,0.004898523868072927
0,threemintest,10.0,10,0.1312320145066732,0.16402537926862082,0.009234294463436465,0.011381429469091237
0,threemintest,10.0,100,0.35593927224367805,0.4521207755334663,0.010849896027550491,0.00706492040726618
0,threemintest,10.0,200,0.24268249508922224,0.454900496836951,0.015246115845976523,0.013386080036388241
0,threemintest,10.0,400,0.2521947244821581,0.5359937670558443,0.015847253041185547,0.012668452771959719
0,threemintest,10.0,800,0.13733633080145666,0.4897401122870031,0.018053377771563087,0.015564446345134696
0,fivemintest,1.0,1,0.5811335692772057,0.5830729875645584,0.0030964648561249255,0.002288350915746667
0,fivemintest,1.0,10,0.3248464131365441,0.3759474619753802,0.005899731797342925,0.005319403576337268
0,fivemintest,1.0,100,0.3487584947274586,0.5109029400638834,0.00815470607555333,0.006276499392487166
0,fivemintest,1.0,200,0.3839694835661712,0.5926858641382018,0.008207415672331816,0.00778930433297281
0,fivemintest,1.0,400,0.3785169713206875,0.5816223357627885,0.009861722319121387,0.009513924897760795
0,fivemintest,1.0,800,0.36230945171921763,0.5864417977127798,0.010139605524423057,0.010190302044747138
0,fivemintest,2.0,1,0.29299905675848403,0.2994065827032788,0.0034370892495865705,0.004164388705183572
0,fivemintest,2.0,10,0.3555164483015787,0.3971493319678818,0.005702229100387987,0.003885791415337016
0,fivemintest,2.0,100,0.3128726322069333,0.5716534848413142,0.0076163244126459285,0.0057222441842036485
0,fivemintest,2.0,200,0.4162182537051973,0.6737829945677559,0.007790503966233005,0.005503912690882866
0,fivemintest,2.0,400,0.35288342897451463,0.6590516867075008,0.008687140763471742,0.006414335356398887
0,fivemintest,2.0,800,0.34498215658343545,0.6569556401831931,0.009359213718204574,0.0073547903384229675
0,fivemintest,3.0,1,0.43127947320327076,0.4411090534377594,0.0024704279494763615,0.0013064058907343466
0,fivemintest,3.0,10,0.44758565814714646,0.47794099213467633,0.007967861825088463,0.010334929569748425
0,fivemintest,3.0,100,0.31236345980389824,0.5420293572152886,0.009030430765789592,0.006023725493568819
0,fivemintest,3.0,200,0.36804538701891854,0.6024705559999013,0.01042131094169636,0.007783533055478596
0,fivemintest,3.0,400,0.361484784716902,0.6626608205001522,0.01022249332685355,0.006916937958455785
0,fivemintest,3.0,800,0.47073363558269843,0.6337994573146071,0.011049910951155964,0.008900651465334352
0,fivemintest,4.0,1,0.44907141868463213,0.4526889460287149,0.002642800258476748,0.001978257013452012
0,fivemintest,4.0,10,0.20757019499109738,0.22309840486233268,0.007057858536408893,0.00889391026939958
0,fivemintest,4.0,100,0.45587590792151444,0.568583257597422,0.011364154474541336,0.010860551369850499
0,fivemintest,4.0,200,0.3964188845781482,0.6605006914542251,0.008954052054635345,0.006274063622109542
0,fivemintest,4.0,400,0.41476481595826786,0.6202217647011192,0.01063477231641113,0.009795796065745807
0,fivemintest,4.0,800,0.3839747886489644,0.6391448116425069,0.010339496418780984,0.009643274266480355
0,fivemintest,5.0,1,0.4515461968834152,0.4590926983641306,0.0026474781934486785,0.0016960752258234723
0,fivemintest,5.0,10,0.3768558283844082,0.41596018657158873,0.007503006978805989,0.009029239862534308
0,fivemintest,5.0,100,0.283843992585993,0.4672739729888129,0.00873840366588614,0.007889194273373134
0,fivemintest,5.0,200,0.3764558236487951,0.6367522728663353,0.009127681381751636,0.007527538799607358
0,fivemintest,5.0,400,0.3380508605524615,0.5517603953250092,0.010479715434753472,0.010403281501549722
0,fivemintest,5.0,800,0.3467938168850612,0.6430914692076658,0.010053409790031827,0.009323227257342942
0,fivemintest,6.0,1,0.3244002796653039,0.32537523035633287,0.003116396726194611,0.0027983724002395467
0,fivemintest,6.0,10,0.4295112990574185,0.4736670866896302,0.006382600033630355,0.005384295641381941
0,fivemintest,6.0,100,0.4189372002948654,0.5271335431738967,0.01121895530046707,0.011038526249265079
0,fivemintest,6.0,200,0.37548977360776736,0.6078959179742879,0.010186817018161065,0.00905886208115074
0,fivemintest,6.0,400,0.3322934516831043,0.6144050098617921,0.009797905265373908,0.008633210206764887
0,fivemintest,6.0,800,0.36890247594159997,0.6637810606971357,0.00981002353511982,0.008849208530386943
0,fivemintest,7.0,1,0.3621388093668176,0.3639192064986905,0.002566444402158552,0.0031776540804869156
0,fivemintest,7.0,10,0.36936964300744946,0.4337929122676646,0.005227955856416111,0.003220522115319199
0,fivemintest,7.0,100,0.3793437828358599,0.5044672922060012,0.010009970602412802,0.00888161869263492
0,fivemintest,7.0,200,0.3289229645177569,0.6075349056722821,0.00941720130991679,0.006993752474332399
0,fivemintest,7.0,400,0.371446253937516,0.6222985749344473,0.00988743124548439,0.00859849889798204
0,fivemintest,7.0,800,0.34601483747886386,0.626334869204889,0.011008040550831436,0.010467795649367293
0,fivemintest,8.0,1,0.19907978427086012,0.2006989153414226,0.0029200962633610197,0.003446474485844173
0,fivemintest,8.0,10,0.41851182284091387,0.46609327818944135,0.005108259670895154,0.003561488592106272
0,fivemintest,8.0,100,0.2993517665759176,0.49545257864136927,0.010406258180497644,0.007515717373771651
0,fivemintest,8.0,200,0.3690991024097779,0.6009504765471358,0.010579376778727837,0.008239338873602058
0,fivemintest,8.0,400,0.45930341786597906,0.6308921743050563,0.011380792814541688,0.008611549028778137
0,fivemintest,8.0,800,0.386740432851202,0.6669006610751654,0.011039946647055014,0.008302903714524763
0,fivemintest,9.0,1,0.41910741717508443,0.4313389521569784,0.0023675251348823606,0.001349049800162423
0,fivemintest,9.0,10,0.35153787615561366,0.40543795905341884,0.004952147004953126,0.0031211438589006275
0,fivemintest,9.0,100,0.3528831905370759,0.5474638743705569,0.009142240501170814,0.005547928194085893
0,fivemintest,9.0,200,0.4901932540543645,0.6246500909969889,0.01057593129875631,0.008652228240270387
0,fivemintest,9.0,400,0.3247502906400992,0.5878900353851625,0.010893197350668649,0.008343854072494763
0,fivemintest,9.0,800,0.35539660573601306,0.6065339573516753,0.01227603260792343,0.009533897899148458
0,fivemintest,10.0,1,0.3799452197973902,0.3888867709451931,0.0019131034380423073,0.0010208991588428523
0,fivemintest,10.0,10,0.3733749926106598,0.4086159885071018,0.006646046096400641,0.007806306278951421
0,fivemintest,10.0,100,0.13881230466344963,0.39532668322527686,0.008258103061291282,0.008512151230674675
0,fivemintest,10.0,200,0.3897214505406917,0.5757918945799804,0.009618296619820525,0.008766578250659
0,fivemintest,10.0,400,0.3621517039555703,0.6257180197457419,0.00973629817082553,0.00857806892333988
0,fivemintest,10.0,800,0.3970210500769953,0.6014680907299189,0.010197884337089144,0.009789076453441152
0,tenmintest,1.0,1,0.589520011832231,0.5964207120823838,0.0022956481711157014,0.0014505417833899133
0,tenmintest,1.0,10,0.45788736307379313,0.49238150631502786,0.0036876779283047667,0.0027598425794381517
0,tenmintest,1.0,100,0.4681223501157434,0.7455551012745734,0.005795146752001508,0.0024879647562967536
0,tenmintest,1.0,200,0.6573224576648422,0.8211218577346112,0.006524123443624367,0.002459331490508431
0,tenmintest,1.0,400,0.7182259775461475,0.8477664887547975,0.006501420618195179,0.002759542398647915
0,tenmintest,1.0,800,0.7336614275085405,0.8571222685207888,0.006467801529037032,0.003348918202431609
0,tenmintest,2.0,1,0.6755392097285582,0.6756784803450153,0.0024457520165978614,0.002664303712369738
0,tenmintest,2.0,10,0.3945217736112355,0.48287968456460795,0.003776532277803117,0.0018015033260120345
0,tenmintest,2.0,100,0.5522736590488778,0.7256084682633124,0.006147139651227936,0.0035810335545511003
0,tenmintest,2.0,200,0.6179998724695258,0.7642573600057647,0.006357428539781888,0.0034312257838008905
0,tenmintest,2.0,400,0.6173885673316954,0.8057536934426991,0.006705715837341068,0.003330307229097186
0,tenmintest,2.0,800,0.7943663799593161,0.87927609924036,0.00611746211062146,0.0026179320583812962
0,tenmintest,3.0,1,0.38561953840190627,0.38927385950247717,0.001957428225191249,0.0015410977685219392
0,tenmintest,3.0,10,0.31086553023310903,0.3518022181800742,0.00412884231801333,0.004088762269881872
0,tenmintest,3.0,100,0.6291156205397802,0.7776113972491493,0.0056644833600028996,0.0022755345294439996
0,tenmintest,3.0,200,0.6448589321275866,0.824791669112351,0.005891534190506605,0.002240881319865935
0,tenmintest,3.0,400,0.7484546647923901,0.8687866915101109,0.006451896786149606,0.003261642748913872
0,tenmintest,3.0,800,0.7240266858742694,0.8540918424600135,0.006351020429558548,0.002806140361105692
0,tenmintest,4.0,1,0.6146942735374593,0.6176964926011924,0.002234412291764487,0.0018783470512580768
0,tenmintest,4.0,10,0.3946139018942099,0.461750751547087,0.0036388269493704403,0.001840001214406723
0,tenmintest,4.0,100,0.4829943827795179,0.5933425981727224,0.0047611262561040755,0.0031672765490416283
0,tenmintest,4.0,200,0.4685879978298894,0.7677321343429486,0.0035863907383896516,0.0015194196672838902
0,tenmintest,4.0,400,0.7023781022872466,0.8384182269876062,0.0039889074433292855,0.001525454961942402
0,tenmintest,4.0,800,0.6961728782498131,0.8472601652751814,0.004229669484324631,0.0017359222889007913
0,tenmintest,5.0,1,0.4892968792252563,0.49816833897059176,0.002526735071093759,0.0014226355447626024
0,tenmintest,5.0,10,0.3475761318659469,0.38235812773391775,0.003632524176050615,0.001970187747467838
0,tenmintest,5.0,100,0.7127767806873087,0.782039281240928,0.005726676253880976,0.002219434313691992
0,tenmintest,5.0,200,0.5636023015092333,0.7701201487421047,0.00676692991051269,0.003448031347366252
0,tenmintest,5.0,400,0.7192082550799687,0.8243432460759736,0.006289224345335324,0.0030079200873534572
0,tenmintest,5.0,800,0.6898261011579828,0.8496649688756261,0.006641084641420584,0.0029672225096717955
0,tenmintest,6.0,1,0.66384918076275,0.6651835907997679,0.0029176667709805205,0.0024040393260009426
0,tenmintest,6.0,10,0.49058062983449346,0.5818695078249062,0.004438651138628517,0.0019712497448072658
0,tenmintest,6.0,100,0.6527184154674655,0.7457565949389016,0.005601591394860927,0.002374073696180963
0,tenmintest,6.0,200,0.7014301182311532,0.8399865755580298,0.006220285489980741,0.002739208305575965
0,tenmintest,6.0,400,0.7300967787916042,0.8330659375582729,0.00609278980022977,0.0031947658532102243
0,tenmintest,6.0,800,0.6732670770126558,0.8238725259708413,0.006287710233768262,0.003029873763821007
0,tenmintest,7.0,1,0.3552218026913257,0.3589807402151848,0.0021707269600020488,0.0010637009147588037
0,tenmintest,7.0,10,0.4660768231246087,0.5180115513731527,0.004001378251521807,0.002734837520103947
