,rerun,bootstrap,subject,ism_repref_dist,ism_repref_corr,scantime
0,2,800,28,0.958450731,0.041549269,halfmin
0,2,800,2,0.949269402,0.050730598,halfmin
0,2,800,26,0.88928028,0.11071972,halfmin
0,2,800,21,0.961895082,0.038104918,halfmin
0,2,800,22,0.981053813,0.018946187,halfmin
0,2,800,24,0.946191055,0.053808945,halfmin
0,2,800,23,0.913477912,0.086522088,halfmin
0,2,800,27,0.913653704,0.086346296,halfmin
0,2,800,7,0.912724205,0.087275795,halfmin
0,3,100,5,0.937321331,0.062678669,halfmin
0,3,100,6,0.979188963,0.020811037,halfmin
0,3,100,0,0.917070107,0.082929893,halfmin
0,3,100,8,0.942208627,0.057791373,halfmin
0,3,100,12,0.953262412,0.046737588,halfmin
0,3,100,16,0.916599709,0.083400291,halfmin
0,3,100,13,0.951249459,0.048750541,halfmin
0,3,100,3,0.893399206,0.106600794,halfmin
0,3,100,10,0.945417331,0.054582669,halfmin
0,3,100,25,0.926111336,0.073888664,halfmin
0,3,100,29,0.890922326,0.109077674,halfmin
0,3,100,20,0.986333385,0.013666615,halfmin
0,3,100,14,0.943719582,0.056280418,halfmin
0,3,100,11,0.91050203,0.08949797,halfmin
0,3,100,17,0.93747432,0.06252568,halfmin
0,3,100,19,0.972631139,0.027368861,halfmin
0,3,100,1,0.970279857,0.029720143,halfmin
0,3,100,4,0.910756535,0.089243465,halfmin
0,3,100,18,0.893394523,0.106605477,halfmin
0,3,100,15,0.876030154,0.123969846,halfmin
0,3,100,9,0.871095664,0.128904336,halfmin
0,3,100,28,0.949004755,0.050995245,halfmin
0,3,100,2,0.948293683,0.051706317,halfmin
0,3,100,26,0.888901552,0.111098448,halfmin
0,3,100,21,0.967514701,0.032485299,halfmin
0,3,100,22,0.980803999,0.019196001,halfmin
0,3,100,24,0.944404908,0.055595092,halfmin
0,3,100,23,0.916310059,0.083689941,halfmin
0,3,100,27,0.900568683,0.099431317,halfmin
0,3,100,7,0.910571707,0.089428293,halfmin
0,3,200,5,0.938908107,0.061091893,halfmin
0,3,200,6,0.97932171,0.02067829,halfmin
0,3,200,0,0.914452356,0.085547644,halfmin
0,3,200,8,0.939041456,0.060958544,halfmin
0,3,200,12,0.953913347,0.046086653,halfmin
0,3,200,16,0.915738208,0.084261792,halfmin
0,3,200,13,0.94863255,0.05136745,halfmin
0,3,200,3,0.891287435,0.108712565,halfmin
0,3,200,10,0.945829511,0.054170489,halfmin
0,3,200,25,0.923044312,0.076955688,halfmin
0,3,200,29,0.888313259,0.111686741,halfmin
0,3,200,20,0.989131286,0.010868714,halfmin
0,3,200,14,0.939663394,0.060336606,halfmin
0,3,200,11,0.91241641,0.08758359,halfmin
0,3,200,17,0.934531173,0.065468827,halfmin
0,3,200,19,0.973112906,0.026887094,halfmin
0,3,200,1,0.968485355,0.031514645,halfmin
0,3,200,4,0.909344273,0.090655727,halfmin
0,3,200,18,0.892429501,0.107570499,halfmin
0,3,200,15,0.872680277,0.127319723,halfmin
0,3,200,9,0.867620778,0.132379222,halfmin
0,3,200,28,0.95157287,0.04842713,halfmin
0,3,200,2,0.946811212,0.053188788,halfmin
0,3,200,26,0.888208742,0.111791258,halfmin
0,3,200,21,0.963691972,0.036308028,halfmin
0,3,200,22,0.981734635,0.018265365,halfmin
0,3,200,24,0.942899698,0.057100302,halfmin
0,3,200,23,0.918883391,0.081116609,halfmin
0,3,200,27,0.902857201,0.097142799,halfmin
0,3,200,7,0.909308431,0.090691569,halfmin
0,3,400,5,0.938906198,0.061093802,halfmin
0,3,400,6,0.980071292,0.019928708,halfmin
0,3,400,0,0.914202812,0.085797188,halfmin
0,3,400,8,0.936703452,0.063296548,halfmin
0,3,400,12,0.957001992,0.042998008,halfmin
0,3,400,16,0.908533227,0.091466773,halfmin
0,3,400,13,0.949027432,0.050972568,halfmin
0,3,400,3,0.888917119,0.111082881,halfmin
0,3,400,10,0.94721187,0.05278813,halfmin
0,3,400,25,0.923725725,0.076274275,halfmin
0,3,400,29,0.887101756,0.112898244,halfmin
0,3,400,20,0.990429479,0.009570521,halfmin
0,3,400,14,0.944648751,0.055351249,halfmin
0,3,400,11,0.909234096,0.090765904,halfmin
0,3,400,17,0.936290186,0.063709814,halfmin
0,3,400,19,0.974075689,0.025924311,halfmin
0,3,400,1,0.967823855,0.032176145,halfmin
0,3,400,4,0.911901294,0.088098706,halfmin
0,3,400,18,0.895040886,0.104959114,halfmin
0,3,400,15,0.873343202,0.126656798,halfmin
0,3,400,9,0.874707468,0.125292532,halfmin
0,3,400,28,0.955869037,0.044130963,halfmin
0,3,400,2,0.948091131,0.051908869,halfmin
0,3,400,26,0.888568904,0.111431096,halfmin
0,3,400,21,0.96237985,0.03762015,halfmin
0,3,400,22,0.98116028,0.01883972,halfmin
0,3,400,24,0.94513958,0.05486042,halfmin
0,3,400,23,0.914661577,0.085338423,halfmin
0,3,400,27,0.909817686,0.090182314,halfmin
0,3,400,7,0.910959918,0.089040082,halfmin
0,3,800,5,0.939814057,0.060185943,halfmin
0,3,800,6,0.980385495,0.019614505,halfmin
0,3,800,0,0.9152725,0.0847275,halfmin
0,3,800,8,0.935516851,0.064483149,halfmin
0,3,800,12,0.958874862,0.041125138,halfmin
0,3,800,16,0.906507316,0.093492684,halfmin
0,3,800,13,0.949714859,0.050285141,halfmin
0,3,800,3,0.888377676,0.111622324,halfmin
0,3,800,10,0.948387793,0.051612207,halfmin
0,3,800,25,0.924434391,0.075565609,halfmin
0,3,800,29,0.887592777,0.112407223,halfmin
0,3,800,20,0.990876073,0.009123927,halfmin
0,3,800,14,0.947402712,0.052597288,halfmin
0,3,800,11,0.909348852,0.090651148,halfmin
0,3,800,17,0.937898796,0.062101204,halfmin
0,3,800,19,0.974768391,0.025231609,halfmin
0,3,800,1,0.968197456,0.031802544,halfmin
0,3,800,4,0.91316074,0.08683926,halfmin
0,3,800,18,0.897808727,0.102191273,halfmin
0,3,800,15,0.873699296,0.126300704,halfmin
0,3,800,9,0.87861795,0.12138205,halfmin
0,3,800,28,0.958832435,0.041167565,halfmin
0,3,800,2,0.949315329,0.050684671,halfmin
0,3,800,26,0.889346175,0.110653825,halfmin
0,3,800,21,0.962238418,0.037761582,halfmin
0,3,800,22,0.981085455,0.018914545,halfmin
0,3,800,24,0.94642915,0.05357085,halfmin
0,3,800,23,0.913441343,0.086558657,halfmin
0,3,800,27,0.913949664,0.086050336,halfmin
0,3,800,7,0.912665471,0.087334529,halfmin
0,4,100,5,0.94007194,0.05992806,halfmin
0,4,100,6,0.981240199,0.018759801,halfmin
0,4,100,0,0.91593745,0.08406255,halfmin
0,4,100,8,0.934522233,0.065477767,halfmin
0,4,100,12,0.958750239,0.041249761,halfmin
0,4,100,16,0.907005306,0.092994694,halfmin
0,4,100,13,0.950442606,0.049557394,halfmin
0,4,100,3,0.891287709,0.108712291,halfmin
0,4,100,10,0.94777823,0.05222177,halfmin
0,4,100,25,0.926900262,0.073099738,halfmin
0,4,100,29,0.888902761,0.111097239,halfmin
0,4,100,20,0.9934739,0.0065261,halfmin
0,4,100,14,0.948413274,0.051586726,halfmin
0,4,100,11,0.911783501,0.088216499,halfmin
0,4,100,17,0.940201735,0.059798265,halfmin
0,4,100,19,0.975111942,0.024888058,halfmin
0,4,100,1,0.970376795,0.029623205,halfmin
0,4,100,4,0.916479359,0.083520641,halfmin
0,4,100,18,0.896328117,0.103671883,halfmin
0,4,100,15,0.877449826,0.122550174,halfmin
0,4,100,9,0.883993474,0.116006526,halfmin
0,4,100,28,0.961487124,0.038512876,halfmin
0,4,100,2,0.951921013,0.048078987,halfmin
0,4,100,26,0.892049245,0.107950755,halfmin
0,4,100,21,0.961143715,0.038856285,halfmin
0,4,100,22,0.980491123,0.019508877,halfmin
0,4,100,24,0.947476326,0.052523674,halfmin
0,4,100,23,0.915302103,0.084697897,halfmin
0,4,100,27,0.918811846,0.081188154,halfmin
0,4,100,7,0.917600463,0.082399537,halfmin
0,4,200,5,0.940465117,0.059534883,halfmin
0,4,200,6,0.98087938,0.01912062,halfmin
0,4,200,0,0.916152715,0.083847285,halfmin
0,4,200,8,0.934173118,0.065826882,halfmin
0,4,200,12,0.959950503,0.040049497,halfmin
0,4,200,16,0.905831428,0.094168572,halfmin
0,4,200,13,0.950555485,0.049444515,halfmin
0,4,200,3,0.889842416,0.110157584,halfmin
0,4,200,10,0.948622972,0.051377028,halfmin
0,4,200,25,0.925340626,0.074659374,halfmin
0,4,200,29,0.888196662,0.111803338,halfmin
0,4,200,20,0.992238262,0.007761738,halfmin
0,4,200,14,0.94928685,0.05071315,halfmin
0,4,200,11,0.909620883,0.090379117,halfmin
0,4,200,17,0.939223922,0.060776078,halfmin
0,4,200,19,0.975255343,0.024744657,halfmin
0,4,200,1,0.969354919,0.030645081,halfmin
0,4,200,4,0.915905653,0.084094347,halfmin
0,4,200,18,0.898549074,0.101450926,halfmin
0,4,200,15,0.875247052,0.124752948,halfmin
0,4,200,9,0.882892565,0.117107435,halfmin
0,4,200,28,0.9616389,0.0383611,halfmin
0,4,200,2,0.951143994,0.048856006,halfmin
0,4,200,26,0.892308619,0.107691381,halfmin
0,4,200,21,0.961569096,0.038430904,halfmin
0,4,200,22,0.981168099,0.018831901,halfmin
0,4,200,24,0.948139874,0.051860126,halfmin
0,4,200,23,0.91445635,0.08554365,halfmin
0,4,200,27,0.919157543,0.080842457,halfmin
0,4,200,7,0.915279942,0.084720058,halfmin
0,4,400,5,0.940491314,0.059508686,halfmin
0,4,400,6,0.980798003,0.019201997,halfmin
0,4,400,0,0.916298909,0.083701091,halfmin
0,4,400,8,0.934929794,0.065070206,halfmin
0,4,400,12,0.960610583,0.039389417,halfmin
0,4,400,16,0.905113755,0.094886245,halfmin
0,4,400,13,0.950662398,0.049337602,halfmin
0,4,400,3,0.889409329,0.110590671,halfmin
0,4,400,10,0.949353016,0.050646984,halfmin
0,4,400,25,0.925297367,0.074702633,halfmin
0,4,400,29,0.888815266,0.111184734,halfmin
0,4,400,20,0.991318391,0.008681609,halfmin
0,4,400,14,0.949462297,0.050537703,halfmin
0,4,400,11,0.909365085,0.090634915,halfmin
0,4,400,17,0.939479084,0.060520916,halfmin
0,4,400,19,0.97547718,0.02452282,halfmin
0,4,400,1,0.968784697,0.031215303,halfmin
0,4,400,4,0.916336387,0.083663613,halfmin
0,4,400,18,0.899264426,0.100735574,halfmin
0,4,400,15,0.875691748,0.124308252,halfmin
0,4,400,9,0.883757031,0.116242969,halfmin
0,4,400,28,0.961888749,0.038111251,halfmin
0,4,400,2,0.950886032,0.049113968,halfmin
0,4,400,26,0.891484657,0.108515343,halfmin
0,4,400,21,0.961915004,0.038084996,halfmin
0,4,400,22,0.981209133,0.018790867,halfmin
0,4,400,24,0.94824621,0.05175379,halfmin
0,4,400,23,0.913456521,0.086543479,halfmin
0,4,400,27,0.918899597,0.081100403,halfmin
0,4,400,7,0.915021942,0.084978058,halfmin
0,4,800,5,0.94078998,0.05921002,halfmin
0,4,800,6,0.980961145,0.019038855,halfmin
0,4,800,0,0.916371818,0.083628182,halfmin
0,4,800,8,0.934792096,0.065207904,halfmin
0,4,800,12,0.960663943,0.039336057,halfmin
0,4,800,16,0.905123697,0.094876303,halfmin
0,4,800,13,0.950613391,0.049386609,halfmin
0,4,800,3,0.889223486,0.110776514,halfmin
0,4,800,10,0.949699394,0.050300606,halfmin
0,4,800,25,0.92559761,0.07440239,halfmin
0,4,800,29,0.888900693,0.111099307,halfmin
0,4,800,20,0.991525819,0.008474181,halfmin
0,4,800,14,0.950142292,0.049857708,halfmin
0,4,800,11,0.909838436,0.090161564,halfmin
0,4,800,17,0.939601735,0.060398265,halfmin
0,4,800,19,0.97550058,0.02449942,halfmin
0,4,800,1,0.968851571,0.031148429,halfmin
0,4,800,4,0.91551509,0.08448491,halfmin
0,4,800,18,0.900296871,0.099703129,halfmin
0,4,800,15,0.875431463,0.124568537,halfmin
0,4,800,9,0.883618957,0.116381043,halfmin
0,4,800,28,0.961766636,0.038233364,halfmin
0,4,800,2,0.950848557,0.049151443,halfmin
0,4,800,26,0.891340081,0.108659919,halfmin
0,4,800,21,0.962053141,0.037946859,halfmin
0,4,800,22,0.98104723,0.01895277,halfmin
0,4,800,24,0.948341184,0.051658816,halfmin
0,4,800,23,0.913105116,0.086894884,halfmin
0,4,800,27,0.918714475,0.081285525,halfmin
0,4,800,7,0.915127216,0.084872784,halfmin
0,5,100,5,0.940353407,0.059646593,halfmin
0,5,100,6,0.977864223,0.022135777,halfmin
0,5,100,0,0.916805177,0.083194823,halfmin
0,5,100,8,0.939983001,0.060016999,halfmin
0,5,100,12,0.951820079,0.048179921,halfmin
0,5,100,16,0.915699298,0.084300702,halfmin
0,5,100,13,0.95183757,0.04816243,halfmin
0,5,100,3,0.891056094,0.108943906,halfmin
0,5,100,10,0.945510615,0.054489385,halfmin
0,5,100,25,0.92683992,0.07316008,halfmin
0,5,100,29,0.887190714,0.112809286,halfmin
0,5,100,20,0.990253462,0.009746538,halfmin
0,5,100,14,0.941929163,0.058070837,halfmin
0,5,100,11,0.910049501,0.089950499,halfmin
0,5,100,17,0.938734854,0.061265146,halfmin
0,5,100,19,0.972648611,0.027351389,halfmin
0,5,100,1,0.969896736,0.030103264,halfmin
0,5,100,4,0.911175841,0.088824159,halfmin
0,5,100,18,0.890038333,0.109961667,halfmin
0,5,100,15,0.873794816,0.126205184,halfmin
0,5,100,9,0.869756482,0.130243518,halfmin
0,5,100,28,0.950058474,0.049941526,halfmin
0,5,100,2,0.950280473,0.049719527,halfmin
0,5,100,26,0.886664109,0.113335891,halfmin
0,5,100,21,0.966593424,0.033406576,halfmin
0,5,100,22,0.980745785,0.019254215,halfmin
0,5,100,24,0.944034005,0.055965995,halfmin
0,5,100,23,0.920654854,0.079345146,halfmin
0,5,100,27,0.89961754,0.10038246,halfmin
0,5,100,7,0.910525359,0.089474641,halfmin
0,5,200,5,0.939700645,0.060299355,halfmin
0,5,200,6,0.978776179,0.021223821,halfmin
0,5,200,0,0.915260728,0.084739272,halfmin
0,5,200,8,0.940378052,0.059621948,halfmin
0,5,200,12,0.952923776,0.047076224,halfmin
0,5,200,16,0.917253622,0.082746378,halfmin
0,5,200,13,0.949327875,0.050672125,halfmin
0,5,200,3,0.891594537,0.108405463,halfmin
0,5,200,10,0.945548675,0.054451325,halfmin
0,5,200,25,0.923755892,0.076244108,halfmin
0,5,200,29,0.889085821,0.110914179,halfmin
0,5,200,20,0.991368839,0.008631161,halfmin
0,5,200,14,0.938386505,0.061613495,halfmin
0,5,200,11,0.912071721,0.087928279,halfmin
0,5,200,17,0.935338373,0.064661627,halfmin
