,rerun,bootstrap,subject,ism_repref_dist,ism_repref_corr,scantime
0,9,400,25,0.872202334,0.127797666,onemin
0,9,400,29,0.878405973,0.121594027,onemin
0,9,400,20,0.913483581,0.086516419,onemin
0,9,400,14,0.919683436,0.080316564,onemin
0,9,400,11,0.902576044,0.097423956,onemin
0,9,400,17,0.910392456,0.089607544,onemin
0,9,400,19,0.943264575,0.056735425,onemin
0,9,400,1,0.916642277,0.083357723,onemin
0,9,400,4,0.846475184,0.153524816,onemin
0,9,400,18,0.897082046,0.102917954,onemin
0,9,400,15,0.817330135,0.182669865,onemin
0,9,400,9,0.804573338,0.195426662,onemin
0,9,400,28,0.907576037,0.092423963,onemin
0,9,400,2,0.947242312,0.052757688,onemin
0,9,400,26,0.846773887,0.153226113,onemin
0,9,400,21,0.920549993,0.079450007,onemin
0,9,400,22,0.903732729,0.096267271,onemin
0,9,400,24,0.890668076,0.109331924,onemin
0,9,400,23,0.937083674,0.062916326,onemin
0,9,400,27,0.875610723,0.124389277,onemin
0,9,400,7,0.926655955,0.073344045,onemin
0,9,800,5,0.856539787,0.143460213,onemin
0,9,800,6,0.934968755,0.065031245,onemin
0,9,800,0,0.87388103,0.12611897,onemin
0,9,800,8,0.906588015,0.093411985,onemin
0,9,800,12,0.919539925,0.080460075,onemin
0,9,800,16,0.912692712,0.087307288,onemin
0,9,800,13,0.957426136,0.042573864,onemin
0,9,800,3,0.904239224,0.095760776,onemin
0,9,800,10,0.925469813,0.074530187,onemin
0,9,800,25,0.875143487,0.124856513,onemin
0,9,800,29,0.881406138,0.118593862,onemin
0,9,800,20,0.913344494,0.086655506,onemin
0,9,800,14,0.922326459,0.077673541,onemin
0,9,800,11,0.905101864,0.094898136,onemin
0,9,800,17,0.911687604,0.088312396,onemin
0,9,800,19,0.944012241,0.055987759,onemin
0,9,800,1,0.918640868,0.081359132,onemin
0,9,800,4,0.848639504,0.151360496,onemin
0,9,800,18,0.900374425,0.099625575,onemin
0,9,800,15,0.821596502,0.178403498,onemin
0,9,800,9,0.806423099,0.193576901,onemin
0,9,800,28,0.910643617,0.089356383,onemin
0,9,800,2,0.948799917,0.051200083,onemin
0,9,800,26,0.850749782,0.149250218,onemin
0,9,800,21,0.921250093,0.078749907,onemin
0,9,800,22,0.903680847,0.096319153,onemin
0,9,800,24,0.892330008,0.107669992,onemin
0,9,800,23,0.938498482,0.061501518,onemin
0,9,800,27,0.877738635,0.122261365,onemin
0,9,800,7,0.929521083,0.070478917,onemin
0,10,100,5,0.839209919,0.160790081,onemin
0,10,100,6,0.930865421,0.069134579,onemin
0,10,100,0,0.880586303,0.119413697,onemin
0,10,100,8,0.916035221,0.083964779,onemin
0,10,100,12,0.899524892,0.100475108,onemin
0,10,100,16,0.887892276,0.112107724,onemin
0,10,100,13,0.9437998,0.0562002,onemin
0,10,100,3,0.899954129,0.100045871,onemin
0,10,100,10,0.927074829,0.072925171,onemin
0,10,100,25,0.871998133,0.128001867,onemin
0,10,100,29,0.862112926,0.137887074,onemin
0,10,100,20,0.942569845,0.057430155,onemin
0,10,100,14,0.89489799,0.10510201,onemin
0,10,100,11,0.889663888,0.110336112,onemin
0,10,100,17,0.901753875,0.098246125,onemin
0,10,100,19,0.95236577,0.04763423,onemin
0,10,100,1,0.90917647,0.09082353,onemin
0,10,100,4,0.832340711,0.167659289,onemin
0,10,100,18,0.887539945,0.112460055,onemin
0,10,100,15,0.801898009,0.198101991,onemin
0,10,100,9,0.816101113,0.183898887,onemin
0,10,100,28,0.903084669,0.096915331,onemin
0,10,100,2,0.935068772,0.064931228,onemin
0,10,100,26,0.835802328,0.164197672,onemin
0,10,100,21,0.928749049,0.071250951,onemin
0,10,100,22,0.92688532,0.07311468,onemin
0,10,100,24,0.889134368,0.110865632,onemin
0,10,100,23,0.930345267,0.069654733,onemin
0,10,100,27,0.868270653,0.131729347,onemin
0,10,100,7,0.911734386,0.088265614,onemin
0,10,200,5,0.841334402,0.158665598,onemin
0,10,200,6,0.93056634,0.06943366,onemin
0,10,200,0,0.87876642,0.12123358,onemin
0,10,200,8,0.912962144,0.087037856,onemin
0,10,200,12,0.89859603,0.10140397,onemin
0,10,200,16,0.888606907,0.111393093,onemin
0,10,200,13,0.942417976,0.057582024,onemin
0,10,200,3,0.899871957,0.100128043,onemin
0,10,200,10,0.929756877,0.070243123,onemin
0,10,200,25,0.87110834,0.12889166,onemin
0,10,200,29,0.864782038,0.135217962,onemin
0,10,200,20,0.942474484,0.057525516,onemin
0,10,200,14,0.896106819,0.103893181,onemin
0,10,200,11,0.89313907,0.10686093,onemin
0,10,200,17,0.900278906,0.099721094,onemin
0,10,200,19,0.951785079,0.048214921,onemin
0,10,200,1,0.90986512,0.09013488,onemin
0,10,200,4,0.835233221,0.164766779,onemin
0,10,200,18,0.892984595,0.107015405,onemin
0,10,200,15,0.803892289,0.196107711,onemin
0,10,200,9,0.817967725,0.182032275,onemin
0,10,200,28,0.901665679,0.098334321,onemin
0,10,200,2,0.931899021,0.068100979,onemin
0,10,200,26,0.834970992,0.165029008,onemin
0,10,200,21,0.930153955,0.069846045,onemin
0,10,200,22,0.924818707,0.075181293,onemin
0,10,200,24,0.891236506,0.108763494,onemin
0,10,200,23,0.934107363,0.065892637,onemin
0,10,200,27,0.872164114,0.127835886,onemin
0,10,200,7,0.912271321,0.087728679,onemin
0,10,400,5,0.842914882,0.157085118,onemin
0,10,400,6,0.931958064,0.068041936,onemin
0,10,400,0,0.87778897,0.12221103,onemin
0,10,400,8,0.910756084,0.089243916,onemin
0,10,400,12,0.898603317,0.101396683,onemin
0,10,400,16,0.888681182,0.111318818,onemin
0,10,400,13,0.942250387,0.057749613,onemin
0,10,400,3,0.89996502,0.10003498,onemin
0,10,400,10,0.929893803,0.070106197,onemin
0,10,400,25,0.871904725,0.128095275,onemin
0,10,400,29,0.863850917,0.136149083,onemin
0,10,400,20,0.941250626,0.058749374,onemin
0,10,400,14,0.896485316,0.103514684,onemin
0,10,400,11,0.892716603,0.107283397,onemin
0,10,400,17,0.899806687,0.100193313,onemin
0,10,400,19,0.951492678,0.048507322,onemin
0,10,400,1,0.909185377,0.090814623,onemin
0,10,400,4,0.835405646,0.164594354,onemin
0,10,400,18,0.890690738,0.109309262,onemin
0,10,400,15,0.804331833,0.195668167,onemin
0,10,400,9,0.816643025,0.183356975,onemin
0,10,400,28,0.900837222,0.099162778,onemin
0,10,400,2,0.932212869,0.067787131,onemin
0,10,400,26,0.833702704,0.166297296,onemin
0,10,400,21,0.928674302,0.071325698,onemin
0,10,400,22,0.923357342,0.076642658,onemin
0,10,400,24,0.891421228,0.108578772,onemin
0,10,400,23,0.934003801,0.065996199,onemin
0,10,400,27,0.87285704,0.12714296,onemin
0,10,400,7,0.912064938,0.087935062,onemin
0,10,800,5,0.843340324,0.156659676,onemin
0,10,800,6,0.932481143,0.067518857,onemin
0,10,800,0,0.878044832,0.121955168,onemin
0,10,800,8,0.910125355,0.089874645,onemin
0,10,800,12,0.898618049,0.101381951,onemin
0,10,800,16,0.88906086,0.11093914,onemin
0,10,800,13,0.942142466,0.057857534,onemin
0,10,800,3,0.899956796,0.100043204,onemin
0,10,800,10,0.930195773,0.069804227,onemin
0,10,800,25,0.872288767,0.127711233,onemin
0,10,800,29,0.863561529,0.136438471,onemin
0,10,800,20,0.941485256,0.058514744,onemin
0,10,800,14,0.896638089,0.103361911,onemin
0,10,800,11,0.892234173,0.107765827,onemin
0,10,800,17,0.899592972,0.100407028,onemin
0,10,800,19,0.951365875,0.048634125,onemin
0,10,800,1,0.909658378,0.090341622,onemin
0,10,800,4,0.834645821,0.165354179,onemin
0,10,800,18,0.89082588,0.10917412,onemin
0,10,800,15,0.805314314,0.194685686,onemin
0,10,800,9,0.816576167,0.183423833,onemin
0,10,800,28,0.900545719,0.099454281,onemin
0,10,800,2,0.93214786,0.06785214,onemin
0,10,800,26,0.833255861,0.166744139,onemin
0,10,800,21,0.928321982,0.071678018,onemin
0,10,800,22,0.923309374,0.076690626,onemin
0,10,800,24,0.891387514,0.108612486,onemin
0,10,800,23,0.934176651,0.065823349,onemin
0,10,800,27,0.872957763,0.127042237,onemin
0,10,800,7,0.911682431,0.088317569,onemin
0,1,1,5,0.897541005,0.102458995,threemin
0,1,1,6,0.829934398,0.170065602,threemin
0,1,1,0,0.919047801,0.080952199,threemin
0,1,1,8,0.939401478,0.060598522,threemin
0,1,1,12,0.945807617,0.054192383,threemin
0,1,1,16,1.0158045,-0.0158045,threemin
0,1,1,13,0.977090619,0.022909381,threemin
0,1,1,3,0.972025842,0.027974158,threemin
0,1,1,10,0.931430134,0.068569866,threemin
0,1,1,25,0.934378042,0.065621958,threemin
0,1,1,29,0.960795397,0.039204603,threemin
0,1,1,20,0.857643986,0.142356014,threemin
0,1,1,14,0.911014881,0.088985119,threemin
0,1,1,11,0.866647635,0.133352365,threemin
0,1,1,17,0.938550728,0.061449272,threemin
0,1,1,19,0.920491166,0.079508834,threemin
0,1,1,1,0.913023526,0.086976474,threemin
0,1,1,4,0.907476249,0.092523751,threemin
0,1,1,18,0.926191826,0.073808174,threemin
0,1,1,15,0.93056029,0.06943971,threemin
0,1,1,9,0.878205474,0.121794526,threemin
0,1,1,28,0.940998838,0.059001162,threemin
0,1,1,2,0.958325108,0.041674892,threemin
0,1,1,26,0.896486248,0.103513752,threemin
0,1,1,21,0.921401502,0.078598498,threemin
0,1,1,22,0.936527475,0.063472525,threemin
0,1,1,24,0.877743251,0.122256749,threemin
0,1,1,23,0.980425389,0.019574611,threemin
0,1,1,27,0.869065129,0.130934871,threemin
0,1,1,7,0.975718954,0.024281046,threemin
0,1,100,5,0.703740912,0.296259088,threemin
0,1,100,6,0.733706563,0.266293437,threemin
0,1,100,0,0.729528484,0.270471516,threemin
0,1,100,8,0.762827928,0.237172072,threemin
0,1,100,12,0.871707425,0.128292575,threemin
0,1,100,16,0.906594007,0.093405993,threemin
0,1,100,13,0.849385572,0.150614428,threemin
0,1,100,3,0.841148859,0.158851141,threemin
0,1,100,10,0.830118352,0.169881648,threemin
0,1,100,25,0.786175905,0.213824095,threemin
0,1,100,29,0.778083041,0.221916959,threemin
0,1,100,20,0.75632514,0.24367486,threemin
0,1,100,14,0.738162554,0.261837446,threemin
0,1,100,11,0.715574475,0.284425525,threemin
0,1,100,17,0.761508127,0.238491873,threemin
0,1,100,19,0.811407965,0.188592035,threemin
0,1,100,1,0.773523582,0.226476418,threemin
0,1,100,4,0.710129419,0.289870581,threemin
0,1,100,18,0.732410074,0.267589926,threemin
0,1,100,15,0.689137431,0.310862569,threemin
0,1,100,9,0.70892075,0.29107925,threemin
0,1,100,28,0.759675615,0.240324385,threemin
0,1,100,2,0.83009242,0.16990758,threemin
0,1,100,26,0.645102429,0.354897571,threemin
0,1,100,21,0.823906966,0.176093034,threemin
0,1,100,22,0.89443047,0.10556953,threemin
0,1,100,24,0.724167428,0.275832572,threemin
0,1,100,23,0.877566446,0.122433554,threemin
0,1,100,27,0.812238928,0.187761072,threemin
0,1,100,7,0.818336078,0.181663922,threemin
0,1,200,5,0.696053065,0.303946935,threemin
0,1,200,6,0.721847164,0.278152836,threemin
0,1,200,0,0.72472282,0.27527718,threemin
0,1,200,8,0.756957667,0.243042333,threemin
0,1,200,12,0.867599625,0.132400375,threemin
0,1,200,16,0.908254908,0.091745092,threemin
0,1,200,13,0.843156654,0.156843346,threemin
0,1,200,3,0.842424646,0.157575354,threemin
0,1,200,10,0.823662815,0.176337185,threemin
0,1,200,25,0.777868635,0.222131365,threemin
0,1,200,29,0.776322561,0.223677439,threemin
0,1,200,20,0.754089874,0.245910126,threemin
0,1,200,14,0.720310796,0.279689204,threemin
0,1,200,11,0.709842545,0.290157455,threemin
0,1,200,17,0.758375571,0.241624429,threemin
0,1,200,19,0.802973562,0.197026438,threemin
0,1,200,1,0.768229837,0.231770163,threemin
0,1,200,4,0.707849663,0.292150337,threemin
0,1,200,18,0.730137761,0.269862239,threemin
0,1,200,15,0.691094155,0.308905845,threemin
0,1,200,9,0.699855832,0.300144168,threemin
0,1,200,28,0.773753585,0.226246415,threemin
0,1,200,2,0.823406585,0.176593415,threemin
0,1,200,26,0.637946412,0.362053588,threemin
0,1,200,21,0.822170635,0.177829365,threemin
0,1,200,22,0.906165068,0.093834932,threemin
0,1,200,24,0.717297867,0.282702133,threemin
0,1,200,23,0.879537664,0.120462336,threemin
0,1,200,27,0.80647919,0.19352081,threemin
0,1,200,7,0.811386434,0.188613566,threemin
0,1,400,5,0.69700452,0.30299548,threemin
0,1,400,6,0.725889072,0.274110928,threemin
0,1,400,0,0.72333726,0.27666274,threemin
0,1,400,8,0.757381274,0.242618726,threemin
0,1,400,12,0.869313982,0.130686018,threemin
0,1,400,16,0.906784971,0.093215029,threemin
0,1,400,13,0.843434957,0.156565043,threemin
0,1,400,3,0.841376645,0.158623355,threemin
0,1,400,10,0.822879057,0.177120943,threemin
0,1,400,25,0.779003425,0.220996575,threemin
0,1,400,29,0.777155797,0.222844203,threemin
0,1,400,20,0.754951259,0.245048741,threemin
0,1,400,14,0.721099481,0.278900519,threemin
0,1,400,11,0.714004615,0.285995385,threemin
0,1,400,17,0.757835189,0.242164811,threemin
0,1,400,19,0.805479702,0.194520298,threemin
0,1,400,1,0.767177341,0.232822659,threemin
0,1,400,4,0.71028317,0.28971683,threemin
0,1,400,18,0.7294799,0.2705201,threemin
0,1,400,15,0.689935874,0.310064126,threemin
0,1,400,9,0.698426522,0.301573478,threemin
0,1,400,28,0.772238784,0.227761216,threemin
0,1,400,2,0.824285532,0.175714468,threemin
0,1,400,26,0.637149497,0.362850503,threemin
0,1,400,21,0.822712391,0.177287609,threemin
0,1,400,22,0.905855284,0.094144716,threemin
0,1,400,24,0.718087456,0.281912544,threemin
0,1,400,23,0.877731998,0.122268002,threemin
0,1,400,27,0.808154207,0.191845793,threemin
0,1,400,7,0.811757878,0.188242122,threemin
0,1,800,5,0.698903171,0.301096829,threemin
0,1,800,6,0.725330737,0.274669263,threemin
0,1,800,0,0.723347311,0.276652689,threemin
0,1,800,8,0.756871813,0.243128187,threemin
0,1,800,12,0.868191387,0.131808613,threemin
0,1,800,16,0.906283162,0.093716838,threemin
0,1,800,13,0.843764475,0.156235525,threemin
0,1,800,3,0.840213102,0.159786898,threemin
0,1,800,10,0.823493821,0.176506179,threemin
0,1,800,25,0.779461254,0.220538746,threemin
0,1,800,29,0.778245844,0.221754156,threemin
0,1,800,20,0.755708984,0.244291016,threemin
0,1,800,14,0.71953516,0.28046484,threemin
0,1,800,11,0.713967711,0.286032289,threemin
0,1,800,17,0.7567779,0.2432221,threemin
0,1,800,19,0.805636234,0.194363766,threemin
0,1,800,1,0.769931916,0.230068084,threemin
0,1,800,4,0.70963325,0.29036675,threemin
0,1,800,18,0.730180611,0.269819389,threemin
0,1,800,15,0.692957401,0.307042599,threemin
0,1,800,9,0.699164854,0.300835146,threemin
0,1,800,28,0.77159602,0.22840398,threemin
0,1,800,2,0.824423457,0.175576543,threemin
0,1,800,26,0.63686071,0.36313929,threemin
0,1,800,21,0.823356529,0.176643471,threemin
0,1,800,22,0.906557138,0.093442862,threemin
0,1,800,24,0.717342287,0.282657713,threemin
0,1,800,23,0.87768474,0.12231526,threemin
0,1,800,27,0.807569168,0.192430832,threemin
0,1,800,7,0.810793728,0.189206272,threemin
0,2,100,5,0.70477874,0.29522126,threemin
0,2,100,6,0.721478171,0.278521829,threemin
0,2,100,0,0.73461923,0.26538077,threemin
0,2,100,8,0.76362345,0.23637655,threemin
0,2,100,12,0.873899967,0.126100033,threemin
0,2,100,16,0.900726619,0.099273381,threemin
0,2,100,13,0.853627997,0.146372003,threemin
0,2,100,3,0.848106548,0.151893452,threemin
0,2,100,10,0.821908128,0.178091872,threemin
0,2,100,25,0.775882183,0.224117817,threemin
0,2,100,29,0.791052982,0.208947018,threemin
0,2,100,20,0.758400982,0.241599018,threemin
0,2,100,14,0.733145082,0.266854918,threemin
0,2,100,11,0.719267669,0.280732331,threemin
0,2,100,17,0.766295789,0.233704211,threemin
0,2,100,19,0.808269548,0.191730452,threemin
0,2,100,1,0.77764497,0.22235503,threemin
0,2,100,4,0.712411101,0.287588899,threemin
0,2,100,18,0.728085121,0.271914879,threemin
0,2,100,15,0.71681606,0.28318394,threemin
0,2,100,9,0.698332397,0.301667603,threemin
0,2,100,28,0.788496207,0.211503793,threemin
0,2,100,2,0.820859511,0.179140489,threemin
0,2,100,26,0.637411459,0.362588541,threemin
0,2,100,21,0.839355637,0.160644363,threemin
0,2,100,22,0.916131804,0.083868196,threemin
0,2,100,24,0.720793096,0.279206904,threemin
0,2,100,23,0.870310958,0.129689042,threemin
0,2,100,27,0.806952612,0.193047388,threemin
0,2,100,7,0.823257533,0.176742467,threemin
0,2,200,5,0.697830189,0.302169811,threemin
0,2,200,6,0.717063377,0.282936623,threemin
0,2,200,0,0.718732462,0.281267538,threemin
0,2,200,8,0.755037011,0.244962989,threemin
0,2,200,12,0.871121425,0.128878575,threemin
0,2,200,16,0.904355575,0.095644425,threemin
0,2,200,13,0.844461377,0.155538623,threemin
0,2,200,3,0.840477406,0.159522594,threemin
0,2,200,10,0.82122964,0.17877036,threemin
0,2,200,25,0.776087855,0.223912145,threemin
0,2,200,29,0.781028364,0.218971636,threemin
0,2,200,20,0.746363407,0.253636593,threemin
0,2,200,14,0.724030459,0.275969541,threemin
0,2,200,11,0.709387164,0.290612836,threemin
0,2,200,17,0.757710992,0.242289008,threemin
0,2,200,19,0.805409565,0.194590435,threemin
0,2,200,1,0.765306651,0.234693349,threemin
0,2,200,4,0.707817069,0.292182931,threemin
0,2,200,18,0.727178194,0.272821806,threemin
0,2,200,15,0.694232044,0.305767956,threemin
0,2,200,9,0.69607648,0.30392352,threemin
0,2,200,28,0.773263314,0.226736686,threemin
0,2,200,2,0.821788346,0.178211654,threemin
0,2,200,26,0.635153431,0.364846569,threemin
0,2,200,21,0.826703567,0.173296433,threemin
0,2,200,22,0.909753067,0.090246933,threemin
0,2,200,24,0.716656407,0.283343593,threemin
0,2,200,23,0.875624223,0.124375777,threemin
0,2,200,27,0.807399457,0.192600543,threemin
0,2,200,7,0.811879211,0.188120789,threemin
0,2,400,5,0.698456833,0.301543167,threemin
0,2,400,6,0.721183281,0.278816719,threemin
0,2,400,0,0.720852482,0.279147518,threemin
0,2,400,8,0.7570224,0.2429776,threemin
0,2,400,12,0.86834738,0.13165262,threemin
0,2,400,16,0.904060302,0.095939698,threemin
0,2,400,13,0.844849428,0.155150572,threemin
0,2,400,3,0.837717116,0.162282884,threemin
0,2,400,10,0.821892662,0.178107338,threemin
0,2,400,25,0.777641265,0.222358735,threemin
0,2,400,29,0.779508703,0.220491297,threemin
0,2,400,20,0.751074193,0.248925807,threemin
0,2,400,14,0.719097887,0.280902113,threemin
0,2,400,11,0.7142256,0.2857744,threemin
0,2,400,17,0.755651192,0.244348808,threemin
0,2,400,19,0.804662417,0.195337583,threemin
0,2,400,1,0.766473674,0.233526326,threemin
0,2,400,4,0.709958742,0.290041258,threemin
0,2,400,18,0.72898059,0.27101941,threemin
0,2,400,15,0.695183473,0.304816527,threemin
0,2,400,9,0.696759143,0.303240857,threemin
0,2,400,28,0.772309258,0.227690742,threemin
0,2,400,2,0.822427363,0.177572637,threemin
0,2,400,26,0.634636655,0.365363345,threemin
0,2,400,21,0.824732427,0.175267573,threemin
0,2,400,22,0.908375682,0.091624318,threemin
0,2,400,24,0.715517904,0.284482096,threemin
0,2,400,23,0.875974665,0.124025335,threemin
0,2,400,27,0.807784545,0.192215455,threemin
0,2,400,7,0.81057603,0.18942397,threemin
0,2,800,5,0.698259061,0.301740939,threemin
0,2,800,6,0.723458679,0.276541321,threemin
0,2,800,0,0.72364377,0.27635623,threemin
0,2,800,8,0.756436976,0.243563024,threemin
0,2,800,12,0.868578643,0.131421357,threemin
0,2,800,16,0.905404876,0.094595124,threemin
0,2,800,13,0.84416873,0.15583127,threemin
0,2,800,3,0.840687071,0.159312929,threemin
0,2,800,10,0.822933836,0.177066164,threemin
0,2,800,25,0.777938247,0.222061753,threemin
0,2,800,29,0.779340088,0.220659912,threemin
0,2,800,20,0.755279046,0.244720954,threemin
0,2,800,14,0.717241307,0.282758693,threemin
0,2,800,11,0.714276533,0.285723467,threemin
0,2,800,17,0.756603473,0.243396527,threemin
0,2,800,19,0.804923904,0.195076096,threemin
0,2,800,1,0.769048633,0.230951367,threemin
0,2,800,4,0.709278896,0.290721104,threemin
0,2,800,18,0.729713058,0.270286942,threemin
0,2,800,15,0.695872023,0.304127977,threemin
0,2,800,9,0.698013323,0.301986677,threemin
0,2,800,28,0.77416537,0.22583463,threemin
0,2,800,2,0.821738503,0.178261497,threemin
0,2,800,26,0.63600137,0.36399863,threemin
0,2,800,21,0.824112783,0.175887217,threemin
0,2,800,22,0.907923337,0.092076663,threemin
0,2,800,24,0.716974901,0.283025099,threemin
0,2,800,23,0.876022542,0.123977458,threemin
0,2,800,27,0.807103421,0.192896579,threemin
0,2,800,7,0.811276928,0.188723072,threemin
0,3,100,5,0.702497684,0.297502316,threemin
0,3,100,6,0.724346403,0.275653597,threemin
0,3,100,0,0.748663742,0.251336258,threemin
0,3,100,8,0.765691715,0.234308285,threemin
0,3,100,12,0.87238862,0.12761138,threemin
0,3,100,16,0.893581702,0.106418298,threemin
0,3,100,13,0.84788388,0.15211612,threemin
0,3,100,3,0.849853751,0.150146249,threemin
0,3,100,10,0.823973855,0.176026145,threemin
0,3,100,25,0.775593068,0.224406932,threemin
0,3,100,29,0.776943077,0.223056923,threemin
0,3,100,20,0.775099666,0.224900334,threemin
0,3,100,14,0.716819402,0.283180598,threemin
0,3,100,11,0.711643382,0.288356618,threemin
0,3,100,17,0.780965502,0.219034498,threemin
0,3,100,19,0.816910869,0.183089131,threemin
0,3,100,1,0.778957279,0.221042721,threemin
0,3,100,4,0.710959451,0.289040549,threemin
0,3,100,18,0.732169607,0.267830393,threemin
0,3,100,15,0.701020873,0.298979127,threemin
0,3,100,9,0.697933795,0.302066205,threemin
0,3,100,28,0.793409874,0.206590126,threemin
0,3,100,2,0.83179975,0.16820025,threemin
0,3,100,26,0.642072013,0.357927987,threemin
0,3,100,21,0.841152079,0.158847921,threemin
0,3,100,22,0.921367097,0.078632903,threemin
0,3,100,24,0.720193923,0.279806077,threemin
0,3,100,23,0.875232804,0.124767196,threemin
0,3,100,27,0.803158557,0.196841443,threemin
0,3,100,7,0.812159026,0.187840974,threemin
0,3,200,5,0.69906458,0.30093542,threemin
0,3,200,6,0.721047301,0.278952699,threemin
0,3,200,0,0.725857723,0.274142277,threemin
0,3,200,8,0.758450028,0.241549972,threemin
0,3,200,12,0.867832324,0.132167676,threemin
0,3,200,16,0.89613894,0.10386106,threemin
0,3,200,13,0.842392105,0.157607895,threemin
0,3,200,3,0.838120998,0.161879002,threemin
0,3,200,10,0.824288738,0.175711262,threemin
0,3,200,25,0.776671533,0.223328467,threemin
0,3,200,29,0.772741797,0.227258203,threemin
0,3,200,20,0.759723166,0.240276834,threemin
0,3,200,14,0.717429352,0.282570648,threemin
0,3,200,11,0.711418622,0.288581378,threemin
0,3,200,17,0.762307235,0.237692765,threemin
0,3,200,19,0.809517856,0.190482144,threemin
0,3,200,1,0.766683146,0.233316854,threemin
0,3,200,4,0.705398623,0.294601377,threemin
0,3,200,18,0.730645692,0.269354308,threemin
0,3,200,15,0.688132691,0.311867309,threemin
0,3,200,9,0.69527832,0.30472168,threemin
0,3,200,28,0.772855099,0.227144901,threemin
0,3,200,2,0.824581175,0.175418825,threemin
0,3,200,26,0.639366495,0.360633505,threemin
0,3,200,21,0.825831126,0.174168874,threemin
0,3,200,22,0.90616195,0.09383805,threemin
0,3,200,24,0.718002936,0.281997064,threemin
0,3,200,23,0.877665327,0.122334673,threemin
0,3,200,27,0.80594709,0.19405291,threemin
0,3,200,7,0.810965599,0.189034401,threemin
0,3,400,5,0.697635635,0.302364365,threemin
0,3,400,6,0.723352526,0.276647474,threemin
0,3,400,0,0.725414602,0.274585398,threemin
0,3,400,8,0.757688371,0.242311629,threemin
0,3,400,12,0.868768836,0.131231164,threemin
0,3,400,16,0.90180417,0.09819583,threemin
0,3,400,13,0.842876179,0.157123821,threemin
0,3,400,3,0.841063627,0.158936373,threemin
0,3,400,10,0.823946774,0.176053226,threemin
0,3,400,25,0.777209839,0.222790161,threemin
0,3,400,29,0.775410968,0.224589032,threemin
0,3,400,20,0.756658516,0.243341484,threemin
0,3,400,14,0.717317699,0.282682301,threemin
0,3,400,11,0.712629682,0.287370318,threemin
0,3,400,17,0.760035539,0.239964461,threemin
0,3,400,19,0.806875685,0.193124315,threemin
0,3,400,1,0.767505564,0.232494436,threemin
0,3,400,4,0.708992531,0.291007469,threemin
0,3,400,18,0.730911147,0.269088853,threemin
0,3,400,15,0.693040216,0.306959784,threemin
0,3,400,9,0.697188226,0.302811774,threemin
0,3,400,28,0.774159295,0.225840705,threemin
0,3,400,2,0.822777112,0.177222888,threemin
0,3,400,26,0.638050648,0.361949352,threemin
0,3,400,21,0.824455083,0.175544917,threemin
0,3,400,22,0.907685251,0.092314749,threemin
0,3,400,24,0.717456846,0.282543154,threemin
0,3,400,23,0.877199819,0.122800181,threemin
0,3,400,27,0.806418369,0.193581631,threemin
0,3,400,7,0.811018986,0.188981014,threemin
0,3,800,5,0.698300109,0.301699891,threemin
0,3,800,6,0.724622723,0.275377277,threemin
0,3,800,0,0.725974758,0.274025242,threemin
0,3,800,8,0.756942534,0.243057466,threemin
0,3,800,12,0.86854929,0.13145071,threemin
0,3,800,16,0.903354781,0.096645219,threemin
0,3,800,13,0.843634749,0.156365251,threemin
0,3,800,3,0.841124713,0.158875287,threemin
0,3,800,10,0.823481377,0.176518623,threemin
0,3,800,25,0.777728722,0.222271278,threemin
0,3,800,29,0.777624786,0.222375214,threemin
0,3,800,20,0.757488013,0.242511987,threemin
0,3,800,14,0.715798155,0.284201845,threemin
0,3,800,11,0.713559584,0.286440416,threemin
0,3,800,17,0.758869925,0.241130075,threemin
0,3,800,19,0.806686181,0.193313819,threemin
0,3,800,1,0.769570831,0.230429169,threemin
0,3,800,4,0.709077931,0.290922069,threemin
0,3,800,18,0.730341525,0.269658475,threemin
0,3,800,15,0.694979195,0.305020805,threemin
0,3,800,9,0.69827357,0.30172643,threemin
0,3,800,28,0.775210486,0.224789514,threemin
0,3,800,2,0.823517848,0.176482152,threemin
0,3,800,26,0.636091376,0.363908624,threemin
0,3,800,21,0.825083703,0.174916297,threemin
0,3,800,22,0.909328683,0.090671317,threemin
0,3,800,24,0.717363904,0.282636096,threemin
0,3,800,23,0.876902708,0.123097292,threemin
0,3,800,27,0.80625357,0.19374643,threemin
0,3,800,7,0.810956395,0.189043605,threemin
0,4,100,5,0.697022158,0.302977842,threemin
0,4,100,6,0.709608851,0.290391149,threemin
0,4,100,0,0.735767983,0.264232017,threemin
0,4,100,8,0.765783142,0.234216858,threemin
0,4,100,12,0.87163648,0.12836352,threemin
0,4,100,16,0.914990137,0.085009863,threemin
0,4,100,13,0.846616183,0.153383817,threemin
0,4,100,3,0.847181708,0.152818292,threemin
0,4,100,10,0.828021661,0.171978339,threemin
0,4,100,25,0.774018932,0.225981068,threemin
0,4,100,29,0.777802604,0.222197396,threemin
0,4,100,20,0.765817925,0.234182075,threemin
0,4,100,14,0.7312917,0.2687083,threemin
0,4,100,11,0.696923403,0.303076597,threemin
0,4,100,17,0.771321541,0.228678459,threemin
0,4,100,19,0.801048542,0.198951458,threemin
0,4,100,1,0.769046965,0.230953035,threemin
0,4,100,4,0.710822084,0.289177916,threemin
0,4,100,18,0.725622172,0.274377828,threemin
0,4,100,15,0.684477284,0.315522716,threemin
